Date,value_scaled,series,value_real,Ticker,Model
2025-09-01,0.5846788287162781,pred_test,0.5846788287162781,SAN,LSTM
2025-09-01,0.5843668144153575,real,0.5843668144153575,SAN,LSTM
2025-09-02,0.5868244767189026,pred_test,0.5868244767189026,SAN,LSTM
2025-09-02,0.5714203901396975,real,0.5714203901396975,SAN,LSTM
2025-09-03,0.5782949328422546,pred_test,0.5782949328422546,SAN,LSTM
2025-09-03,0.5743745560394886,real,0.5743745560394886,SAN,LSTM
2025-09-04,0.5769748091697693,pred_test,0.5769748091697693,SAN,LSTM
2025-09-04,0.5832372194658204,real,0.5832372194658204,SAN,LSTM
2025-09-05,0.5828545689582825,pred_test,0.5828545689582825,SAN,LSTM
2025-09-05,0.5748090092613507,real,0.5748090092613507,SAN,LSTM
2025-09-08,0.5800508856773376,pred_test,0.5800508856773376,SAN,LSTM
2025-09-08,0.5921867238184371,real,0.5921867238184371,SAN,LSTM
2025-09-09,0.5902522206306458,pred_test,0.5902522206306458,SAN,LSTM
2025-09-09,0.5951409725817074,real,0.5951409725817074,SAN,LSTM
2025-09-10,0.5971276164054871,pred_test,0.5971276164054871,SAN,LSTM
2025-09-10,0.6083480853631804,real,0.6083480853631804,SAN,LSTM
2025-09-11,0.6086745858192444,pred_test,0.6086745858192444,SAN,LSTM
2025-09-11,0.614082735310193,real,0.614082735310193,SAN,LSTM
2025-09-12,0.6174514889717102,pred_test,0.6174514889717102,SAN,LSTM
2025-09-12,0.6096513621652873,real,0.6096513621652873,SAN,LSTM
2025-09-15,0.6179477572441101,pred_test,0.6179477572441101,SAN,LSTM
2025-09-15,0.6200779908995391,real,0.6200779908995391,SAN,LSTM
2025-09-16,0.6251309514045715,pred_test,0.6251309514045715,SAN,LSTM
2025-09-16,0.6020920584045417,real,0.6020920584045417,SAN,LSTM
2025-09-17,0.6135476231575012,pred_test,0.6135476231575012,SAN,LSTM
2025-09-17,0.6010493872447686,real,0.6010493872447686,SAN,LSTM
2025-09-18,0.6085823774337769,pred_test,0.6085823774337769,SAN,LSTM
2025-09-18,0.6132138288664688,real,0.6132138288664688,SAN,LSTM
2025-09-19,0.6147216558456421,pred_test,0.6147216558456421,SAN,LSTM
2025-09-19,0.6239011461065336,real,0.6239011461065336,SAN,LSTM
2025-09-22,0.6241586208343506,pred_test,0.6241586208343506,SAN,LSTM
2025-09-22,0.6149515588904377,real,0.6149515588904377,SAN,LSTM
2025-09-23,0.6218970417976379,pred_test,0.6218970417976379,SAN,LSTM
2025-09-23,0.6267684710800399,real,0.6267684710800399,SAN,LSTM
2025-09-24,0.6288025975227356,pred_test,0.6288025975227356,SAN,LSTM
2025-09-24,0.6311997613614659,real,0.6311997613614659,SAN,LSTM
2025-09-25,0.6347419619560242,pred_test,0.6347419619560242,SAN,LSTM
2025-09-25,0.6286799658200577,real,0.6286799658200577,SAN,LSTM
2025-09-26,0.6358850002288818,pred_test,0.6358850002288818,SAN,LSTM
2025-09-26,0.6409313312315219,real,0.6409313312315219,SAN,LSTM
2025-09-29,0.6440936923027039,pred_test,0.6440936923027039,SAN,LSTM
2025-09-29,0.6319817440154261,real,0.6319817440154261,SAN,LSTM
2025-09-30,0.6407899856567383,pred_test,0.6407899856567383,SAN,LSTM
2025-09-30,0.6430165906875889,real,0.6430165906875889,SAN,LSTM
2025-10-01,0.6460439562797546,pred_test,0.6460439562797546,SAN,LSTM
2025-10-01,0.6384115356901137,real,0.6384115356901137,SAN,LSTM
2025-10-02,0.6450520753860474,pred_test,0.6450520753860474,SAN,LSTM
2025-10-02,0.6245962049707294,real,0.6245962049707294,SAN,LSTM
2025-10-03,0.6353902816772461,pred_test,0.6353902816772461,SAN,LSTM
2025-10-03,0.6319817440154261,real,0.6319817440154261,SAN,LSTM
2025-10-06,0.6365976929664612,pred_test,0.6365976929664612,SAN,LSTM
2025-10-06,0.6272897652281868,real,0.6272897652281868,SAN,LSTM
2025-10-07,0.6334678530693054,pred_test,0.6334678530693054,SAN,LSTM
2025-10-07,0.6189484788134811,real,0.6189484788134811,SAN,LSTM
2025-10-08,0.6260740756988525,pred_test,0.6260740756988525,SAN,LSTM
2025-10-08,0.6332851036810123,real,0.6332851036810123,SAN,LSTM
2025-10-09,0.6328622698783875,pred_test,0.6328622698783875,SAN,LSTM
2025-10-09,0.6232929281686226,real,0.6232929281686226,SAN,LSTM
2025-10-10,0.6285462975502014,pred_test,0.6285462975502014,SAN,LSTM
2025-10-10,0.6122580814964598,real,0.6122580814964598,SAN,LSTM
2025-10-13,0.6204308867454529,pred_test,0.6204308867454529,SAN,LSTM
2025-10-13,0.6210338211330273,real,0.6210338211330273,SAN,LSTM
2025-10-14,0.6228881478309631,pred_test,0.6228881478309631,SAN,LSTM
2025-10-14,0.6124318462125087,real,0.6124318462125087,SAN,LSTM
2025-10-15,0.6167746186256409,pred_test,0.6167746186256409,SAN,LSTM
2025-10-15,0.6090431442273763,real,0.6090431442273763,SAN,LSTM
2025-10-16,0.6135497093200684,pred_test,0.6135497093200684,SAN,LSTM
2025-10-16,0.6173845135055611,real,0.6173845135055611,SAN,LSTM
2025-10-17,0.6172646880149841,pred_test,0.6172646880149841,SAN,LSTM
2025-10-17,0.5923605713979652,real,0.5923605713979652,SAN,LSTM
2025-10-20,0.6001625657081604,pred_test,0.6001625657081604,SAN,LSTM
2025-10-20,0.605306912810146,real,0.605306912810146,SAN,LSTM
2025-10-21,0.604184627532959,pred_test,0.604184627532959,SAN,LSTM
2025-10-21,0.5987902802091736,real,0.5987902802091736,SAN,LSTM
2025-10-22,0.6015000939369202,pred_test,0.6015000939369202,SAN,LSTM
2025-10-22,0.6008756225287197,real,0.6008756225287197,SAN,LSTM
2025-10-23,0.6015921235084534,pred_test,0.6015921235084534,SAN,LSTM
2025-10-23,0.6013100757505818,real,0.6013100757505818,SAN,LSTM
2025-10-24,0.602163553237915,pred_test,0.602163553237915,SAN,LSTM
2025-10-24,0.5993116572207997,real,0.5993116572207997,SAN,LSTM
2025-10-27,0.601253867149353,pred_test,0.601253867149353,SAN,LSTM
2025-10-27,0.6114760159790205,real,0.6114760159790205,SAN,LSTM
2025-10-28,0.6099379658699036,pred_test,0.6099379658699036,SAN,LSTM
2025-10-28,0.6198173852572053,real,0.6198173852572053,SAN,LSTM
2025-10-29,0.6192197203636169,pred_test,0.6192197203636169,SAN,LSTM
2025-10-29,0.6522267835460185,real,0.6522267835460185,SAN,LSTM
2025-10-30,0.6416018009185791,pred_test,0.6416018009185791,SAN,LSTM
2025-10-30,0.6322424325212392,real,0.6322424325212392,SAN,LSTM
2025-10-31,0.6359485,forecast,0.6359485,SAN,LSTM
2025-11-01,0.63766295,forecast,0.63766295,SAN,LSTM
2025-11-02,0.6387351,forecast,0.6387351,SAN,LSTM
2025-11-03,0.63943887,forecast,0.63943887,SAN,LSTM
2025-11-04,0.6398273,forecast,0.6398273,SAN,LSTM
