Date,value_scaled,series,value_real,Ticker,Model
2025-09-01,0.7889081835746765,pred_test,0.7889081835746765,BBVA,LSTM
2025-09-01,0.7845088433392473,real,0.7845088433392473,BBVA,LSTM
2025-09-02,0.7957714796066284,pred_test,0.7957714796066284,BBVA,LSTM
2025-09-02,0.7751694057921816,real,0.7751694057921816,BBVA,LSTM
2025-09-03,0.7866955995559692,pred_test,0.7866955995559692,BBVA,LSTM
2025-09-03,0.7745857361750144,real,0.7745857361750144,BBVA,LSTM
2025-09-04,0.7849107980728149,pred_test,0.7849107980728149,BBVA,LSTM
2025-09-04,0.7967667959734699,real,0.7967667959734699,BBVA,LSTM
2025-09-05,0.8058339357376099,pred_test,0.8058339357376099,BBVA,LSTM
2025-09-05,0.7848006503142773,real,0.7848006503142773,BBVA,LSTM
2025-09-08,0.7975171208381653,pred_test,0.7975171208381653,BBVA,LSTM
2025-09-08,0.79443195050348,real,0.79443195050348,BBVA,LSTM
2025-09-09,0.8036988973617554,pred_test,0.8036988973617554,BBVA,LSTM
2025-09-09,0.8040631950255759,real,0.8040631950255759,BBVA,LSTM
2025-09-10,0.8108904957771301,pred_test,0.8108904957771301,BBVA,LSTM
2025-09-10,0.8166129546348284,real,0.8166129546348284,BBVA,LSTM
2025-09-11,0.8217949271202087,pred_test,0.8217949271202087,BBVA,LSTM
2025-09-11,0.8201151950062593,real,0.8201151950062593,BBVA,LSTM
2025-09-12,0.8266462087631226,pred_test,0.8266462087631226,BBVA,LSTM
2025-09-12,0.8204071133155035,real,0.8204071133155035,BBVA,LSTM
2025-09-15,0.8292139768600464,pred_test,0.8292139768600464,BBVA,LSTM
2025-09-15,0.8288709629361579,real,0.8288709629361579,BBVA,LSTM
2025-09-16,0.838358998298645,pred_test,0.838358998298645,BBVA,LSTM
2025-09-16,0.818655937462681,real,0.818655937462681,BBVA,LSTM
2025-09-17,0.827868640422821,pred_test,0.827868640422821,BBVA,LSTM
2025-09-17,0.8110677314355448,real,0.8110677314355448,BBVA,LSTM
2025-09-18,0.820406436920166,pred_test,0.820406436920166,BBVA,LSTM
2025-09-18,0.8206989202905335,real,0.8206989202905335,BBVA,LSTM
2025-09-19,0.829564094543457,pred_test,0.829564094543457,BBVA,LSTM
2025-09-19,0.8317894780233146,real,0.8317894780233146,BBVA,LSTM
2025-09-22,0.8419674634933472,pred_test,0.8419674634933472,BBVA,LSTM
2025-09-22,0.8063980404955655,real,0.8063980404955655,BBVA,LSTM
2025-09-23,0.8140784502029419,pred_test,0.8140784502029419,BBVA,LSTM
2025-09-23,0.8180722121784068,real,0.8180722121784068,BBVA,LSTM
2025-09-24,0.8238613605499268,pred_test,0.8238613605499268,BBVA,LSTM
2025-09-24,0.8303302204797363,real,0.8303302204797363,BBVA,LSTM
2025-09-25,0.8352522850036621,pred_test,0.8352522850036621,BBVA,LSTM
2025-09-25,0.8139862465227017,real,0.8139862465227017,BBVA,LSTM
2025-09-26,0.8216981887817383,pred_test,0.8216981887817383,BBVA,LSTM
2025-09-26,0.8349999114197155,real,0.8349999114197155,BBVA,LSTM
2025-09-29,0.8383885622024536,pred_test,0.8383885622024536,BBVA,LSTM
2025-09-29,0.8218663708590819,real,0.8218663708590819,BBVA,LSTM
2025-09-30,0.8298790454864502,pred_test,0.8298790454864502,BBVA,LSTM
2025-09-30,0.8277035123676095,real,0.8277035123676095,BBVA,LSTM
2025-10-01,0.8354532122612,pred_test,0.8354532122612,BBVA,LSTM
2025-10-01,0.8297464951954621,real,0.8297464951954621,BBVA,LSTM
2025-10-02,0.8375322818756104,pred_test,0.8375322818756104,BBVA,LSTM
2025-10-02,0.8271197870833353,real,0.8271197870833353,BBVA,LSTM
2025-10-03,0.8373927474021912,pred_test,0.8373927474021912,BBVA,LSTM
2025-10-03,0.8323732033075888,real,0.8323732033075888,BBVA,LSTM
2025-10-06,0.842920184135437,pred_test,0.842920184135437,BBVA,LSTM
2025-10-06,0.8180722121784068,real,0.8180722121784068,BBVA,LSTM
2025-10-07,0.8277946710586548,pred_test,0.8277946710586548,BBVA,LSTM
2025-10-07,0.8110677314355448,real,0.8110677314355448,BBVA,LSTM
2025-10-08,0.819881796836853,pred_test,0.819881796836853,BBVA,LSTM
2025-10-08,0.8288709629361579,real,0.8288709629361579,BBVA,LSTM
2025-10-09,0.8367880582809448,pred_test,0.8367880582809448,BBVA,LSTM
2025-10-09,0.811651456719819,real,0.811651456719819,BBVA,LSTM
2025-10-10,0.8222049474716187,pred_test,0.8222049474716187,BBVA,LSTM
2025-10-10,0.7955993454049215,real,0.7955993454049215,BBVA,LSTM
2025-10-13,0.8072738647460938,pred_test,0.8072738647460938,BBVA,LSTM
2025-10-13,0.8002690363449008,real,0.8002690363449008,BBVA,LSTM
2025-10-14,0.8098176717758179,pred_test,0.8098176717758179,BBVA,LSTM
2025-10-14,0.8069817101127326,real,0.8069817101127326,BBVA,LSTM
2025-10-15,0.8167966604232788,pred_test,0.8167966604232788,BBVA,LSTM
2025-10-15,0.7953074827627844,real,0.7953074827627844,BBVA,LSTM
2025-10-16,0.807206392288208,pred_test,0.807206392288208,BBVA,LSTM
2025-10-16,0.7912215171070791,real,0.7912215171070791,BBVA,LSTM
2025-10-17,0.7994029521942139,pred_test,0.7994029521942139,BBVA,LSTM
2025-10-17,0.8460904691524969,real,0.8460904691524969,BBVA,LSTM
2025-10-20,0.8516616821289062,pred_test,0.8516616821289062,BBVA,LSTM
2025-10-20,0.8834479966723314,real,0.8834479966723314,BBVA,LSTM
2025-10-21,0.8759434223175049,pred_test,0.8759434223175049,BBVA,LSTM
2025-10-21,0.8700226491366676,real,0.8700226491366676,BBVA,LSTM
2025-10-22,0.8686540126800537,pred_test,0.8686540126800537,BBVA,LSTM
2025-10-22,0.8662284904559925,real,0.8662284904559925,BBVA,LSTM
2025-10-23,0.8657050132751465,pred_test,0.8657050132751465,BBVA,LSTM
2025-10-23,0.8638935893188957,real,0.8638935893188957,BBVA,LSTM
2025-10-24,0.8669042587280273,pred_test,0.8669042587280273,BBVA,LSTM
2025-10-24,0.8603913489474648,real,0.8603913489474648,BBVA,LSTM
2025-10-27,0.8659337759017944,pred_test,0.8659337759017944,BBVA,LSTM
2025-10-27,0.8779027734730478,real,0.8779027734730478,BBVA,LSTM
2025-10-28,0.8801708221435547,pred_test,0.8801708221435547,BBVA,LSTM
2025-10-28,0.8773190481887736,real,0.8773190481887736,BBVA,LSTM
2025-10-29,0.8811784982681274,pred_test,0.8811784982681274,BBVA,LSTM
2025-10-29,0.9000837776043962,real,0.9000837776043962,BBVA,LSTM
2025-10-30,0.8997172713279724,pred_test,0.8997172713279724,BBVA,LSTM
2025-10-30,0.8825724644130271,real,0.8825724644130271,BBVA,LSTM
2025-10-31,0.8859119,forecast,0.8859119,BBVA,LSTM
2025-11-01,0.8846345,forecast,0.8846345,BBVA,LSTM
2025-11-02,0.8863407,forecast,0.8863407,BBVA,LSTM
2025-11-03,0.8888345,forecast,0.8888345,BBVA,LSTM
2025-11-04,0.89114195,forecast,0.89114195,BBVA,LSTM
