Date,value_scaled,series,value_real,Ticker,Model
2025-09-01,0.579251766204834,pred_test,0.579251766204834,SAN,GRU
2025-09-01,0.5843668144153575,real,0.5843668144153575,SAN,GRU
2025-09-02,0.5829572677612305,pred_test,0.5829572677612305,SAN,GRU
2025-09-02,0.5714203901396975,real,0.5714203901396975,SAN,GRU
2025-09-03,0.5705237984657288,pred_test,0.5705237984657288,SAN,GRU
2025-09-03,0.5743745560394886,real,0.5743745560394886,SAN,GRU
2025-09-04,0.5715103149414062,pred_test,0.5715103149414062,SAN,GRU
2025-09-04,0.5832372194658204,real,0.5832372194658204,SAN,GRU
2025-09-05,0.5811958312988281,pred_test,0.5811958312988281,SAN,GRU
2025-09-05,0.5748090092613507,real,0.5748090092613507,SAN,GRU
2025-09-08,0.5758640170097351,pred_test,0.5758640170097351,SAN,GRU
2025-09-08,0.5921867238184371,real,0.5921867238184371,SAN,GRU
2025-09-09,0.5901057124137878,pred_test,0.5901057124137878,SAN,GRU
2025-09-09,0.5951409725817074,real,0.5951409725817074,SAN,GRU
2025-09-10,0.596096396446228,pred_test,0.596096396446228,SAN,GRU
2025-09-10,0.6083480853631804,real,0.6083480853631804,SAN,GRU
2025-09-11,0.6083989143371582,pred_test,0.6083989143371582,SAN,GRU
2025-09-11,0.614082735310193,real,0.614082735310193,SAN,GRU
2025-09-12,0.6155358552932739,pred_test,0.6155358552932739,SAN,GRU
2025-09-12,0.6096513621652873,real,0.6096513621652873,SAN,GRU
2025-09-15,0.6112185716629028,pred_test,0.6112185716629028,SAN,GRU
2025-09-15,0.6200779908995391,real,0.6200779908995391,SAN,GRU
2025-09-16,0.6200801134109497,pred_test,0.6200801134109497,SAN,GRU
2025-09-16,0.6020920584045417,real,0.6020920584045417,SAN,GRU
2025-09-17,0.601163387298584,pred_test,0.601163387298584,SAN,GRU
2025-09-17,0.6010493872447686,real,0.6010493872447686,SAN,GRU
