Date,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume,Dividends_bin,SMA_5,SMA_10,SMA_20
2000-01-03,0.1823046142548713,0.7277679486154449,0.0,0.7265459124154868,0.7231629669060249,0.7374654928650619,0.0,0.0092723738122666,0,,,
2000-01-04,0.1741430878406041,0.7074633302432505,0.0,0.7087603192073445,0.705059221226623,0.7179629597047334,0.0,0.0092867882861303,0,,,
2000-01-05,0.1659813427258726,0.6871587947345354,0.0,0.6894925796224469,0.6854468162210797,0.6924595962479891,0.0,0.0098375063507451,0,,,
2000-01-06,0.1659813427258726,0.6871587947345354,0.0,0.6746712791678146,0.6922357416301422,0.6879590561771884,0.0,0.0,0,,,
2000-01-07,0.180491087518677,0.723255783578242,0.0,0.7124656443210026,0.6975160077130633,0.6939598038220931,0.0,0.0101216799666239,0,0.7065609303812017,,
2000-01-10,0.1774682097005028,0.7157355913797163,0.0,0.7176531158114158,0.7133567228446801,0.7314646625686465,0.0,0.0071120714708064,0,0.7041544589340559,,
2000-01-11,0.1659813427258726,0.6871587947345354,0.0,0.702831815356783,0.6779034364732273,0.7149625445565255,0.0,0.0161193880252276,0,0.7000935518323128,,
2000-01-12,0.1629588398227801,0.6796385196725305,0.0,0.6672605472840398,0.6711145941813114,0.6789577280810544,0.0,0.0127030871016812,0,0.6985894968199119,,
2000-01-13,0.1602382060463305,0.6728702306849865,0.0,0.6724480187744529,0.6673429043073852,0.6849586410289807,0.0,0.0116398763105338,0,0.6957317840100022,,
2000-01-14,0.1687020389881691,0.6939269179951209,0.0,0.6872694008855439,0.6756404890425888,0.6774576031584614,0.0,0.0165959457508894,0,0.6898660108933778,0.6982134706372898,
2000-01-17,0.159935837032912,0.6721182446105256,0.0,0.6954210834730085,0.6703602229596677,0.7074615893375171,0.0,0.0333267610598073,0,0.6811425415395398,0.6926485002367979,
2000-01-18,0.1436127217185307,0.6315090907296161,0.0,0.6568855226467551,0.6318897010530786,0.6699565652879418,0.0,0.0211781210669446,0,0.670012600738556,0.6850530762854344,
2000-01-19,0.1436127217185307,0.6315090907296161,0.0,0.6205732222138638,0.6190662214565978,0.6257008137836768,0.0,0.0217828870845615,0,0.6603867149499731,0.6794881058849425,
2000-01-20,0.1499607213966036,0.6473015440646075,0.0,0.6479927260426841,0.640941657009926,0.6399526617603972,0.0,0.0124054592039312,0,0.6552729776258973,0.6755023808179497,
2000-01-21,0.140287599858632,0.6232368295931503,0.0,0.6472516936825359,0.6235921994350215,0.6534544472758212,0.0,0.0192408741711428,0,0.6411349599455031,0.6655004854194406,
2000-01-24,0.1436127217185307,0.6315090907296161,0.0,0.6346535719648065,0.6288724655179426,0.6324517065413888,0.0,0.0104287822505658,0,0.6330131291693213,0.6570778353544304,
2000-01-25,0.1436127217185307,0.6315090907296161,0.0,0.6213143362304705,0.6243464875395189,0.6249507513223802,0.0,0.0167002124828991,0,0.6330131291693213,0.6515128649539386,
2000-01-26,0.1514719416052264,0.6510616401638705,0.0,0.6413231081755161,0.6364156790315023,0.6422030144473085,0.0,0.0238655624883162,0,0.6369236390561721,0.6486551770030726,
2000-01-27,0.1523788924308644,0.6533176812507322,0.0,0.6479927260426841,0.6477304993018419,0.6602053400335333,0.0,0.052886173390983,0,0.6381268664933971,0.6466999220596471,
2000-01-28,0.1427058958645866,0.6292530496427544,0.0,0.6450284332891744,0.6311354129485812,0.6579549873466222,0.0,0.013810398214628,0,0.6393301105033179,0.6402325352244105,0.6692230029308501
2000-01-31,0.144377610971115,0.6292530496427544,0.047603,0.6287249864577867,0.6251008587611627,0.6324517065413888,0.0,0.0524063155982207,1,0.6388789022859456,0.6359460157276334,0.6642972579822156
2000-02-01,0.1480248786149937,0.638277296853681,0.0,0.7087603192073445,0.6311354129485812,0.7224634997755339,0.0,0.01227144233012,0,0.6402325435107585,0.6366228363400398,0.6608379563127371
2000-02-02,0.1480248786149937,0.638277296853681,0.0,0.6339124579481998,0.6326440722747225,0.6459534920568126,0.0,0.0112496199244421,0,0.6376756748487205,0.6372996569524463,0.6583938814186945
2000-02-03,0.1522801960355979,0.6488055990770085,0.0,0.6450284332891744,0.6364156790315023,0.6414528693345012,0.0,0.0120121778441638,0,0.6367732584139759,0.6374500624536864,0.6564762216358181
2000-02-04,0.1550155452290056,0.6555738052010733,0.0,0.6524391651729489,0.6522564772802656,0.6587051324594293,0.0,0.0146496502840054,0,0.6420374095256396,0.6406837600144788,0.6530921227169596
2000-02-07,0.1647417172510426,0.6796385196725305,0.0,0.6672605472840398,0.6643256687722491,0.6654560252171413,0.0,0.0131420149980155,0,0.6521145035315948,0.6454967029087701,0.6512872691316003
2000-02-08,0.1702126655812458,0.6931749319206602,0.0,0.685787254508789,0.6756404890425888,0.681958225880773,0.0,0.0128950959882486,0,0.6630940305449907,0.6516632870278747,0.6515880759909065
2000-02-09,0.1641337924460109,0.6781343817966503,0.0,0.6865282868689372,0.6711145941813114,0.6999605514669978,0.0,0.011508565049066,0,0.6710654475335845,0.6543705611911526,0.6515128690971126
2000-02-10,0.1574469320198975,0.661589942387198,0.0,0.6657783192508265,0.6560280840370455,0.6722069179748533,0.0,0.0096400177296342,0,0.6736223161956225,0.6551977873047992,0.6509488546822231
2000-02-11,0.1401223872792812,0.6187247474194266,0.0,0.6502159047795875,0.6175575621304565,0.6624556100689336,0.0,0.0183308566897145,0,0.6662525046392931,0.6541449570824664,0.6471887461534385
2000-02-14,0.1547115203406428,0.6548217362631332,0.0,0.6731891327910595,0.6251008587611627,0.6489538245535096,0.0,0.0281861935211815,0,0.6612891479574137,0.6567018257445042,0.6463239207360688
2000-02-15,0.1598785062683303,0.6676060795733227,0.0,0.6798587506582277,0.6628170094461078,0.6662060876784379,0.0,0.0224727887201855,0,0.6561753774879462,0.6596347040164685,0.6481287701782541
2000-02-16,0.1759874513422709,0.7074633302432505,0.0,0.6969032298497634,0.6786578076948713,0.6872089110643811,0.0,0.0354908461993588,0,0.6620411671772662,0.6665533073554254,0.6519264821539359
2000-02-17,0.1756835514256021,0.7067113441687898,0.0,0.7072781728305895,0.705059221226623,0.7022109041539089,0.0,0.0177164086483398,0,0.6710654475335845,0.6723438818646035,0.654896972159145
2000-02-18,0.1671731040419345,0.6856547397221344,0.0,0.6976443438663701,0.6907270823040008,0.7082116517988133,0.0,0.0193310753025595,0,0.6844514459941262,0.6753519753167097,0.6580178676655941
2000-02-21,0.1729478585600361,0.699943138044725,0.0,0.692456872375957,0.6816751263471535,0.6812081634194764,0.0,0.0094072865842047,0,0.6934757263504445,0.6773824371539291,0.6614395700313496
2000-02-22,0.1683887974373803,0.6886627668834573,0.0,0.6976443438663701,0.684692444999436,0.6999605514669978,0.0,0.0122189922377773,0,0.6976870638124714,0.6769312206502087,0.6642972538390417
2000-02-23,0.1756835514256021,0.7067113441687898,0.0,0.6939390187527119,0.6854468162210797,0.6962100738574937,0.0,0.0099131233146529,0,0.6975366665975793,0.6797889168874228,0.6670797390392876
2000-02-24,0.1665651792369028,0.6841506847097336,0.0,0.6931979047361052,0.6854468162210797,0.6999605514669978,0.0,0.011681317395893,0,0.693024534705768,0.6820449911196762,0.6686213892122377
2000-02-25,0.168693009783284,0.6894148358213974,0.0,0.6894925796224469,0.6854468162210797,0.6872089110643811,0.0,0.0104818679035797,0,0.6937765539256205,0.6891139999598733,0.6716294785211698
2000-02-28,0.1668690791535717,0.6849026707841943,0.0,0.6835640757718857,0.6839381568949386,0.6924595962479891,0.0,0.0100525303331949,0,0.6907684604735145,0.6921220934119795,0.6744119595782418
2000-02-29,0.1696046470474437,0.6916708769082591,0.0,0.6939390187527119,0.6899727110823571,0.6894591810997814,0.0,0.0079031927308107,0,0.691370082478475,0.6945285731454731,0.6770816385809708
2000-03-01,0.168996847214106,0.6901668218958583,0.0,0.684305108132034,0.6869554755472214,0.6962100738574937,0.0,0.0096348057105309,0,0.6880611780238886,0.6927989223107339,0.6796761148330797
2000-03-02,0.1741635831984055,0.7029511652060476,0.0,0.692456872375957,0.6975160077130633,0.6954600113961968,0.0,0.0148917588478295,0,0.6918212741231514,0.6924229044144596,0.6823833931395317
2000-03-03,0.1708204341716601,0.6946789869330612,0.0,0.7050549940936863,0.6967616364914194,0.7112120669470212,0.0,0.0177030987641668,0,0.6928741043454841,0.6933253291355523,0.684338652226131
2000-03-06,0.1696046470474437,0.6916708769082591,0.0,0.6954210834730085,0.6967616364914194,0.7089617142601101,0.0,0.0130230007288384,0,0.6942277455702971,0.6924981030219057,0.6849402700879175
2000-03-07,0.1683887974373803,0.6886627668834573,0.0,0.6902336119825954,0.6907270823040008,0.6939598038220931,0.0,0.0105766402234394,0,0.6936261235653367,0.6924981030219057,0.6847146618360573
2000-03-08,0.1711243028454055,0.6954309730075221,0.0,0.6902336119825954,0.6892184229778597,0.6857087034902771,0.0,0.0097055795545642,0,0.6946789537876695,0.691370065905779,0.6855794913966008
