Modelo,RMSE_train,RMSE_val,RMSE_test,MAE_val,R2_val,DirAcc_val,Checkpoint
LSTM_pure_128,0.02068495312799303,0.028246965465829145,0.01855583877505317,0.019372541457414627,-0.01662743091583252,0.4940239043824701,..\results\models_price_only\LSTM_pure_128.keras
RNN_pure_128,0.020572377646251788,0.028249660692983444,0.018769237061248258,0.019592203199863434,-0.01682150363922119,0.5139442231075697,..\results\models_price_only\RNN_pure_128.keras
GRU_pure_128,0.020642588444152354,0.02838917901065447,0.01860530280242042,0.019554654136300087,-0.026890039443969727,0.4820717131474104,..\results\models_price_only\GRU_pure_128.keras
