Ticker,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test
BBVA,0.007896691085273922,0.006671117638445863,0.011320918520452175,0.00971916187496074,0.9974353237043272,0.9975233349420121
SAN,0.008879644861974813,0.005074676688491196,0.012931295142591285,0.0071288782068843854,0.996515902679429,0.9972559065114642
