Date,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume,Dividends_bin,SMA_5,SMA_10,SMA_20,EMA_10,RSI_14,Volatility_10
2000-01-03,0.1823046142548713,0.7277679486154449,0.0,0.7265459124154868,0.7231629669060249,0.7374654928650619,0.0,0.0092723738122666,0,,,,0.7277679486154449,,
2000-01-04,0.1741430878406041,0.7074633302432505,0.0,0.7087603192073445,0.705059221226623,0.7179629597047334,0.0,0.0092867882861303,0,,,,0.7240761998205004,,
2000-01-05,0.1659813427258726,0.6871587947345354,0.0,0.6894925796224469,0.6854468162210797,0.6924595962479891,0.0,0.0098375063507451,0,,,,0.7173639443503249,,
2000-01-06,0.1659813427258726,0.6871587947345354,0.0,0.6746712791678146,0.6922357416301422,0.6879590561771884,0.0,0.0,0,,,,0.7118720989656359,,
2000-01-07,0.180491087518677,0.723255783578242,0.0,0.7124656443210026,0.6975160077130633,0.6939598038220931,0.0,0.0101216799666239,0,0.7065609303812017,,,0.7139418598042915,,
2000-01-10,0.1774682097005028,0.7157355913797163,0.0,0.7176531158114158,0.7133567228446801,0.7314646625686465,0.0,0.0071120714708064,0,0.7041544589340559,,,0.7142679928180051,,
2000-01-11,0.1659813427258726,0.6871587947345354,0.0,0.702831815356783,0.6779034364732273,0.7149625445565255,0.0,0.0161193880252276,0,0.7000935518323128,,,0.7093390477119197,,
2000-01-12,0.1629588398227801,0.6796385196725305,0.0,0.6672605472840398,0.6711145941813114,0.6789577280810544,0.0,0.0127030871016812,0,0.6985894968199119,,,0.7039389517047581,,
2000-01-13,0.1602382060463305,0.6728702306849865,0.0,0.6724480187744529,0.6673429043073852,0.6849586410289807,0.0,0.0116398763105338,0,0.6957317840100022,,,0.6982900933375269,,
2000-01-14,0.1687020389881691,0.6939269179951209,0.0,0.6872694008855439,0.6756404890425888,0.6774576031584614,0.0,0.0165959457508894,0,0.6898660108933778,0.6982134706372898,,0.6974967887298167,,0.01904809687244409
2000-01-17,0.159935837032912,0.6721182446105256,0.0,0.6954210834730085,0.6703602229596677,0.7074615893375171,0.0,0.0333267610598073,0,0.6811425415395398,0.6926485002367979,,0.6928825079808547,,0.017522286277136295
