,Close,Forecast_Close
2000-01-03,13.6233491897583,
2000-01-04,13.267873764038086,
2000-01-05,12.970044136047363,
2000-01-06,12.970044136047363,
2000-01-07,13.133370399475098,
2000-01-10,12.922005653381348,
2000-01-11,12.662605285644531,
2000-01-12,12.51849365234375,
2000-01-13,12.211055755615234,
2000-01-14,12.451242446899414,
2000-01-17,12.335951805114746,
2000-01-18,12.076552391052246,
2000-01-19,12.057336807250977,
2000-01-20,12.038122177124023,
2000-01-21,11.788328170776367,
2000-01-24,11.845973014831545,
2000-01-25,12.105374336242676,
2000-01-26,12.480064392089844,
2000-01-27,12.970044136047363,
2000-01-28,12.922005653381348,
2000-01-31,12.7298583984375,
2000-02-01,12.902791023254396,
2000-02-02,12.864361763000488,
2000-02-03,12.970044136047363,
2000-02-04,12.777894973754885,
2000-02-07,12.53770923614502,
2000-02-08,13.018080711364746,
2000-02-09,12.701034545898438,
2000-02-10,12.508886337280272,
2000-02-11,13.469630241394045,
2000-02-14,15.035642623901367,
2000-02-15,14.65134620666504,
2000-02-16,14.708990097045898,
2000-02-17,14.708990097045898,
2000-02-18,14.728204727172852,
2000-02-21,14.641737937927246,
2000-02-22,14.439982414245604,
2000-02-23,14.833887100219728,
2000-02-24,15.054858207702637,
2000-02-25,15.083680152893066,
2000-02-28,14.74742031097412,
2000-02-29,14.50723361968994,
2000-03-01,14.65134620666504,
2000-03-02,14.593701362609863,
2000-03-03,14.65134620666504,
2000-03-06,14.689775466918944,
2000-03-07,14.680168151855469,
2000-03-08,14.795456886291504,
2000-03-09,14.728204727172852,
2000-03-10,14.439982414245604,
2000-03-13,14.430374145507812,
2000-03-14,14.199795722961426,
2000-03-15,13.959609985351562,
2000-03-16,14.670559883117676,
2000-03-17,14.75702667236328,
2000-03-20,14.641737937927246,
2000-03-21,14.805065155029297,
2000-03-22,14.87231731414795,
2000-03-23,14.766634941101074,
2000-03-24,14.737812042236328,
2000-03-27,14.785849571228027,
2000-03-28,14.805065155029297,
2000-03-29,14.55527114868164,
2000-03-30,14.401552200317385,
2000-03-31,14.75702667236328,
2000-04-03,14.795456886291504,
2000-04-04,15.160539627075195,
2000-04-05,15.035642623901367,
2000-04-06,15.131717681884766,
2000-04-07,15.256613731384276,
2000-04-10,15.275829315185549,
2000-04-11,15.179755210876465,
2000-04-12,14.987606048583984,
2000-04-13,15.160539627075195,
2000-04-14,14.833887100219728,
2000-04-17,14.411160469055176,
2000-04-18,14.420766830444336,
2000-04-19,14.50723361968994,
2000-04-20,14.699382781982422,
2000-04-21,14.699382781982422,
2000-04-24,14.699382781982422,
2000-04-25,14.36312198638916,
2000-04-26,14.33430004119873,
2000-04-27,14.238225936889648,
2000-04-28,14.411160469055176,
2000-05-01,14.411160469055176,
2000-05-02,14.526449203491213,
2000-05-03,14.372730255126951,
2000-05-04,14.08450698852539,
2000-05-05,13.988431930541992,
2000-05-08,13.72903060913086,
2000-05-09,13.72903060913086,
2000-05-10,13.661779403686523,
2000-05-11,13.805891036987305,
2000-05-12,13.72903060913086,
2000-05-15,13.661779403686523,
2000-05-16,13.757854461669922,
2000-05-17,13.882749557495115,
2000-05-18,13.930788040161133,
2000-05-19,13.661779403686523,
2000-05-22,13.296695709228516,
2000-05-23,13.6233491897583,
2000-05-24,13.604134559631348,
2000-05-25,14.180581092834473,
2000-05-26,14.478411674499512,
2000-05-29,14.209403038024902,
2000-05-30,14.276655197143556,
2000-05-31,14.411160469055176,
2000-06-01,14.718598365783691,
2000-06-02,15.198969841003418,
2000-06-05,15.006820678710938,
2000-06-06,15.083680152893066,
2000-06-07,14.920353889465332,
2000-06-08,14.949175834655762,
2000-06-09,14.987606048583984,
2000-06-12,14.87231731414795,
2000-06-13,15.09328842163086,
2000-06-14,15.247007369995115,
2000-06-15,15.32386589050293,
2000-06-16,15.227791786193848,
2000-06-19,14.372730255126951,
2000-06-20,14.891531944274902,
2000-06-21,14.766634941101074,
2000-06-22,14.564879417419434,
2000-06-23,14.6609525680542,
2000-06-26,14.891531944274902,
2000-06-27,14.766634941101074,
2000-06-28,14.75702667236328,
2000-06-29,14.6609525680542,
2000-06-30,15.035642623901367,
2000-07-03,15.122110366821287,
2000-07-04,15.10289478302002,
2000-07-05,15.006820678710938,
2000-07-06,15.083680152893066,
2000-07-07,14.372730255126951,
2000-07-10,15.083680152893066,
2000-07-11,14.891531944274902,
2000-07-12,14.708990097045898,
2000-07-13,14.65134620666504,
2000-07-14,14.77624225616455,
2000-07-17,14.680168151855469,
2000-07-18,14.74742031097412,
2000-07-19,14.949175834655762,
2000-07-20,15.122110366821287,
2000-07-21,14.929961204528809,
2000-07-24,14.372730255126951,
2000-07-25,15.006820678710938,
