,Close,Forecast_Close
2000-01-03,9.849401473999023,
2000-01-04,9.615715980529783,
2000-01-05,9.382031440734863,
2000-01-06,9.382031440734863,
2000-01-07,9.797471046447754,
2000-01-10,9.71092128753662,
2000-01-11,9.382031440734863,
2000-01-12,9.295480728149414,
2000-01-13,9.217584609985352,
2000-01-14,9.459925651550291,
2000-01-17,9.208930015563965,
2000-01-18,8.741559982299805,
2000-01-19,8.741559982299805,
2000-01-20,8.923315048217773,
2000-01-21,8.646354675292969,
2000-01-24,8.741559982299805,
2000-01-25,8.741559982299805,
2000-01-26,8.96658992767334,
2000-01-27,8.992554664611816,
2000-01-28,8.715595245361328,
2000-01-31,8.715595245361328,
2000-02-01,8.81945514678955,
2000-02-02,8.81945514678955,
2000-02-03,8.940625190734863,
2000-02-04,9.01852035522461,
2000-02-07,9.295480728149414,
2000-02-08,9.451271057128906,
2000-02-09,9.278169631958008,
2000-02-10,9.087759971618652,
2000-02-11,8.594425201416016,
2000-02-14,9.009864807128906,
2000-02-15,9.156999588012695,
2000-02-16,9.615715980529783,
2000-02-17,9.607061386108398,
2000-02-18,9.364721298217772,
2000-02-21,9.529166221618652,
2000-02-22,9.399340629577637,
2000-02-23,9.607061386108398,
2000-02-24,9.347411155700684,
2000-02-25,9.40799617767334,
2000-02-28,9.35606575012207,
2000-02-29,9.433960914611816,
2000-03-01,9.416650772094728,
2000-03-02,9.563785552978516,
2000-03-03,9.468581199645996,
2000-03-06,9.433960914611816,
2000-03-07,9.399340629577637,
2000-03-08,9.477235794067385,
2000-03-09,9.546476364135742,
2000-03-10,9.684955596923828,
2000-03-13,9.67630100250244,
2000-03-14,9.771506309509276,
2000-03-15,9.849401473999023,
2000-03-16,10.013846397399902,
2000-03-17,10.26484203338623,
2000-03-20,10.256187438964844,
2000-03-21,10.126360893249512,
2000-03-22,10.022500991821287,
2000-03-23,9.849401473999023,
2000-03-24,9.979226112365724,
2000-03-27,9.884020805358888,
2000-03-28,10.057121276855469,
2000-03-29,9.961915969848633,
2000-03-30,9.832091331481934,
2000-03-31,9.719575881958008,
2000-04-03,9.736886024475098,
2000-04-04,9.84074592590332,
2000-04-05,9.67630100250244,
2000-04-06,9.399340629577637,
2000-04-07,9.589751243591309,
2000-04-10,9.762850761413574,
2000-04-11,9.615715980529783,
2000-04-12,9.702265739440918,
2000-04-13,9.935951232910156,
2000-04-14,9.780160903930664,
2000-04-17,9.633026123046877,
2000-04-18,9.555130958557127,
2000-04-19,9.44261646270752,
2000-04-20,9.719575881958008,
2000-04-21,9.546476364135742,
2000-04-24,9.546476364135742,
2000-04-25,9.84074592590332,
2000-04-26,9.909985542297363,
2000-04-27,9.667646408081056,
2000-04-28,9.927295684814451,
2000-05-01,9.546476364135742,
2000-05-02,10.117706298828123,
2000-05-03,9.693611145019531,
2000-05-04,9.84074592590332,
2000-05-05,9.650336265563965,
2000-05-08,9.71092128753662,
2000-05-09,9.546476364135742,
2000-05-10,9.122380256652832,
2000-05-11,9.33875560760498,
2000-05-12,9.278169631958008,
2000-05-15,9.191619873046877,
2000-05-16,9.295480728149414,
2000-05-17,8.957935333251953,
2000-05-18,9.053139686584473,
2000-05-19,8.880040168762207,
2000-05-22,8.741559982299805,
2000-05-23,8.784834861755371,
2000-05-24,8.776180267333984,
2000-05-25,9.079105377197266,
2000-05-26,8.906004905700684,
2000-05-29,9.546476364135742,
2000-05-30,9.01852035522461,
2000-05-31,9.09641456604004,
2000-06-01,9.433960914611816,
2000-06-02,9.416650772094728,
2000-06-05,9.399340629577637,
2000-06-06,9.148344993591309,
2000-06-07,9.304136276245115,
2000-06-08,9.39068603515625,
2000-06-09,9.191619873046877,
2000-06-12,9.087759971618652,
2000-06-13,9.061795234680176,
2000-06-14,9.174309730529783,
2000-06-15,9.330101013183594,
2000-06-16,9.433960914611816,
2000-06-19,9.546476364135742,
2000-06-20,9.217584609985352,
2000-06-21,9.087759971618652,
2000-06-22,9.347411155700684,
2000-06-23,9.260860443115234,
2000-06-26,9.40799617767334,
2000-06-27,9.433960914611816,
2000-06-28,9.42530632019043,
2000-06-29,9.321446418762209,
2000-06-30,9.563785552978516,
2000-07-03,9.511856079101562,
2000-07-04,9.736886024475098,
2000-07-05,9.53782081604004,
2000-07-06,9.650336265563965,
2000-07-07,9.546476364135742,
2000-07-10,9.797471046447754,
2000-07-11,9.745540618896484,
2000-07-12,9.650336265563965,
2000-07-13,9.728231430053713,
2000-07-14,9.736886024475098,
2000-07-17,9.624370574951172,
2000-07-18,9.650336265563965,
2000-07-19,9.67630100250244,
2000-07-20,9.71092128753662,
2000-07-21,9.633026123046877,
2000-07-24,9.546476364135742,
2000-07-25,9.650336265563965,
2000-07-26,9.728231430053713,
2000-07-27,9.546476364135742,
2000-07-28,9.641680717468262,
2000-07-31,9.641680717468262,
2000-08-01,9.615715980529783,
2000-08-02,9.719575881958008,
2000-08-03,9.719575881958008,
2000-08-04,9.754196166992188,
2000-08-07,9.944605827331545,
2000-08-08,10.013846397399902,
2000-08-09,10.091740608215332,
2000-08-10,10.048465728759766,
2000-08-11,10.238877296447754,
2000-08-14,10.290806770324709,
2000-08-15,10.437941551208496,
2000-08-16,10.654316902160645,
2000-08-17,10.637006759643556,
2000-08-18,10.87934684753418,
2000-08-21,10.706247329711914,
2000-08-22,10.706247329711914,
2000-08-23,10.654316902160645,
2000-08-24,10.342737197875977,
2000-08-25,10.437941551208496,
2000-08-28,10.386012077331545,
2000-08-29,10.21291160583496,
2000-08-30,10.463907241821287,
2000-08-31,10.472561836242676,
2000-09-01,10.29946231842041,
2000-09-04,10.204257011413574,
2000-09-05,10.325427055358888,
2000-09-06,10.290806770324709,
2000-09-07,10.463907241821287,
2000-09-08,10.325427055358888,
2000-09-11,10.559111595153809,
2000-09-12,10.559111595153809,
2000-09-13,10.489871978759766,
2000-09-14,10.818761825561523,
2000-09-15,10.86203670501709,
2000-09-18,10.585077285766602,
2000-09-19,10.576421737670898,
2000-09-20,10.498526573181152,
2000-09-21,10.403322219848633,
2000-09-22,10.76683235168457,
2000-09-25,10.73221206665039,
2000-09-26,10.697591781616213,
2000-09-27,10.645662307739258,
2000-09-28,10.810107231140137,
2000-09-29,10.76683235168457,
2000-10-02,10.740866661071776,
2000-10-03,10.801451683044434,
2000-10-04,10.559111595153809,
2000-10-05,10.818761825561523,
2000-10-06,10.688937187194824,
2000-10-09,10.368701934814451,
2000-10-10,10.576421737670898,
2000-10-11,10.03981113433838,
2000-10-12,9.546476364135742,
2000-10-13,9.84074592590332,
2000-10-16,9.85805606842041,
2000-10-17,10.065775871276855,
2000-10-18,9.693611145019531,
2000-10-19,10.065775871276855,
2000-10-20,10.126360893249512,
2000-10-23,9.849401473999023,
2000-10-24,10.351391792297363,
2000-10-25,10.135017395019531,
2000-10-26,9.57244110107422,
2000-10-27,9.728231430053713,
2000-10-30,9.745540618896484,
2000-10-31,9.546476364135742,
2000-11-01,9.546476364135742,
2000-11-02,10.351391792297363,
2000-11-03,10.29946231842041,
2000-11-06,10.290806770324709,
2000-11-07,10.256187438964844,
2000-11-08,10.03981113433838,
2000-11-09,9.866710662841797,
2000-11-10,9.693611145019531,
2000-11-13,9.788816452026367,
2000-11-14,10.186946868896484,
2000-11-15,10.21291160583496,
2000-11-16,10.03981113433838,
2000-11-17,9.71092128753662,
2000-11-20,9.044485092163086,
2000-11-21,9.044485092163086,
2000-11-22,8.784834861755371,
2000-11-23,8.914660453796387,
2000-11-24,9.200275421142578,
2000-11-27,9.079105377197266,
2000-11-28,8.923315048217773,
2000-11-29,9.200275421142578,
2000-11-30,8.845419883728027,
2000-12-01,8.897350311279297,
2000-12-04,8.53384017944336,
2000-12-05,8.957935333251953,
2000-12-06,8.957935333251953,
2000-12-07,9.330101013183594,
2000-12-08,9.330101013183594,
2000-12-11,9.780160903930664,
2000-12-12,9.650336265563965,
2000-12-13,9.607061386108398,
2000-12-14,9.485891342163086,
2000-12-15,9.191619873046877,
2000-12-18,9.087759971618652,
2000-12-19,9.485891342163086,
2000-12-20,8.957935333251953,
2000-12-21,9.182965278625488,
2000-12-22,9.295480728149414,
2000-12-25,9.295480728149414,
2000-12-26,9.295480728149414,
2000-12-27,9.555130958557127,
2000-12-28,9.667646408081056,
2000-12-29,9.866710662841797,
2001-01-01,9.866710662841797,
2001-01-02,9.667646408081056,
2001-01-03,9.667646408081056,
2001-01-04,10.23022174835205,
2001-01-05,10.256187438964844,
2001-01-08,10.4465970993042,
2001-01-09,10.26484203338623,
2001-01-10,10.334081649780272,
2001-01-11,10.386012077331545,
2001-01-12,10.455251693725586,
2001-01-15,10.489871978759766,
2001-01-16,10.42928695678711,
2001-01-17,10.645662307739258,
2001-01-18,10.7149019241333,
2001-01-19,10.135017395019531,
2001-01-22,10.21291160583496,
2001-01-23,10.48121738433838,
2001-01-24,10.48121738433838,
2001-01-25,10.507182121276855,
2001-01-26,10.507182121276855,
2001-01-29,10.0051908493042,
2001-01-30,10.117706298828123,
2001-01-31,10.21291160583496,
2001-02-01,10.360047340393066,
2001-02-02,10.031155586242676,
