Date,Close,High,Low,Open,Volume
2000-08-23,5000272750854492.0,5062222812970994.0,4923572227730349.0,5062222812970994.0,6081647.0
2000-08-24,4926520347595215.0,5003220841835868.0,489702031518059.0,4970770542632376.0,5956502.0
2000-08-25,4.985521793365479e+16,5.012072152006327e+16,4917671787867187.0,492357173741825.0,4090553.0
2000-08-28,5006171703338623.0,5009121677820041.0,4947171042388244.0,4976671372863433.0,3747533.0
2000-08-29,5015021800994873.0,5015021800994873.0,4961921672823743.0,498847202973982.0,5142117.0
2000-08-30,4961923122406006.0,5012073290644173.0,4958973146960302.0,4988473487078539.0,8412576.0
2000-08-31,4929470539093018.0,4982571244009686.0,4891120583110744.0,4982571244009686.0,8512028.0
2000-09-01,4970773220062256.0,4985523097799136.0,4867522904581665.0,4964873268967504.0,6230128.0
2000-09-04,4.91767168045044e+16,4967821836200111.0,488522137296734.0,4950121987933539.0,4903282.0
2000-09-05,4.985521793365479e+16,4997322278128668.0,489112172205687.0,4897021671607933.0,7425168.0
2000-09-06,5.020922183990479e+16,503862261868426.0,495897212671493.0,495897212671493.0,8253669.0
2000-09-07,4.985521793365479e+16,501797210155739.0,498257240425101.0,5.012072152006327e+16,7397994.0
2000-09-08,4.985521793365479e+16,5020922076332922.0,4961921995161225.0,5.012072152006327e+16,6594423.0
2000-09-11,5074020862579346.0,5074020862579346.0,4988471031111361.0,4997320953091403.0,12483106.0
2000-09-12,5068122863769531.0,5076973374814348.0,5029773187106904.0,5059272938385848.0,8464220.0
2000-09-13,5059271335601807.0,5068121258181822.0,5003221240267425.0,5047471438828452.0,7069379.0
2000-09-14,5121222972869873.0,5121222972869873.0,5023872622875752.0,5059272909872104.0,9996804.0
2000-09-15,5147771835327148.0,5147771835327148.0,5029771693919779.0,5103521635884145.0,29229659.0
2000-09-18,4988471031188965.0,5106471162246516.0,4988471031188965.0,5088771318286155.0,8407327.0
2000-09-19,4964871406555176.0,5.000271685505624e+16,4929471127604727.0,4988471787742473.0,11348101.0
2000-09-20,4882270812988281.0,4970770916895573.0,4870470623435692.0,4970770916895573.0,11191597.0
2000-09-21,4814420223236084.0,4964870653891275.0,4802620034431319.0,487047031477497.0,9459812.0
2000-09-22,4956021785736084.0,4956021785736084.0,4734770760867416.0,4.781970940461997e+16,2678951.0
2000-09-25,5003221035003662.0,5006171009075974.0,4917670615584767.0,4944220967896499.0,10260148.0
2000-09-26,4920621395111084.0,5.0091218030888776e+16,4908821496890317.0,5000271879423302.0,5073258.0
2000-09-27,4.92357349395752e+16,4967823717038314.0,4891123467019234.0,4911773297815011.0,5110551.0
2000-09-28,5097621917724609.0,5097621917724609.0,492947103511082.0,4982571745370638.0,9771309.0
2000-09-29,5050422668457031.0,5144823037431827.0,5032722233236074.0,5144823037431827.0,7846656.0
2000-10-02,5147771835327148.0,5147771835327148.0,5017971211250274.0,5026821134006683.0,7837358.0
2000-10-03,5150720596313477.0,5150720596313477.0,5106470407293721.0,5121220275080033.0,6301161.0
2000-10-04,5103522300720215.0,5133022632745546.0,5038622273057729.0,5118272173902363.0,7140786.0
2000-10-05,5062222480773926.0,511237263932222.0,5017972271977068.0,5076972940813601.0,10267476.0
2000-10-06,5.020922183990479e+16,5076972877249534.0,4991422435602635.0,5044522568361829.0,12337219.0
2000-10-09,4861620903015137.0,5015021323763083.0,4.840970790062436e+16,4985520995070376.0,8209921.0
2000-10-10,4960535526275635.0,4975342901954468.0,4886497471992986.0,4.910189567051241e+16,6374768.0
2000-10-11,4723611831665039.0,49161102733734.0,4723611831665039.0,4907225852021377.0,12560630.0
2000-10-12,4430425643920898.0,4430425643920898.0,4430425643920898.0,4430425643920898.0,0.0
2000-10-13,4637731552124023.0,4655500407632926.0,4569616430117774.0,4575539675926272.0,15916498.0
2000-10-16,4818381309509277.0,4842073693335053.0,4667344346931333.0,4.7088055776683576e+16,10889404.0
2000-10-17,4827267169952393.0,4939804696897564.0,4762113833934437.0,4762113833934437.0,9549242.0
2000-10-18,4.664382934570313e+16,4856881130449134.0,457553752294253.0,4782843385416668.0,11022853.0
2000-10-19,480653715133667.0,481838305356523.0,4676230462989535.0,47236146598481.0,9714675.0
2000-10-20,4901305675506592.0,4942766625895477.0,4732499222604102.0,482726761315953.0,15498655.0
2000-10-23,4901305675506592.0,4901305675506592.0,4753229844784621.0,4880575053326073.0,8634795.0
2000-10-24,5.078997135162354e+16,5.078997135162354e+16,4856883497828565.0,4895383273359009.0,10715757.0
2000-10-25,4868729591369629.0,5049382267306861.0,4818383619072927.0,501680544441063.0,11115635.0
2000-10-26,4.590344905853272e+16,4856880830292564.0,4.590344905853272e+16,4856880830292564.0,17610466.0
2000-10-27,4.457077026367188e+16,4643651977310413.0,444819230891233.0,4643651977310413.0,21600134.0
2000-10-30,4531116962432861.0,4605155036491478.0,4489656005485561.0,4542962866140033.0,10876206.0
2000-10-31,4430425643920898.0,4430425643920898.0,4430425643920898.0,4430425643920898.0,0.0
2000-11-01,4430425643920898.0,4430425643920898.0,4430425643920898.0,4430425643920898.0,0.0
2000-11-02,4797651767730713.0,4809497962294471.0,4682152767101642.0,46939989616654.0,12998353.0
2000-11-03,4.8124589920043944e+16,4.874650548499314e+16,4762113040308974.0,4806535748646532.0,7612767.0
2000-11-06,4877613067626953.0,4877613067626953.0,4779883205946434.0,4788767631927521.0,8198623.0
2000-11-07,4845034122467041.0,4886495640746154.0,478580434797634.0,4847995890464985.0,6238007.0
2000-11-08,4714728832244873.0,4865765804612949.0,4682152022851863.0,4827266339837675.0,8721670.0
2000-11-09,4634770393371582.0,4708808476976747.0,4611078582902391.0,4685116372535321.0,9852539.0
2000-11-10,454592227935791.0,4705843954304083.0,454592227935791.0,4649575058949146.0,9353445.0
2000-11-13,4560732841491699.0,4584425241140458.0,4.457079989396577e+16,4486695047999147.0,9918026.0
2000-11-14,4702883720397949.0,4702883720397949.0,4519269896438066.0,4596269137656934.0,11114188.0
2000-11-15,4738421440124512.0,4773959431891495.0,4611076259193609.0,4691036961148387.0,8737815.0
2000-11-16,4702883720397949.0,4750267914066813.0,4655499526729085.0,473842230660781.0,6435714.0
2000-11-17,4548883438110352.0,467622860017124.0,4537037834572757.0,4.619959999056365e+16,13734283.0
2000-11-20,4383040428161621.0,4575538672399434.0,4362309807309099.0,4575538672399434.0,11837815.0
2000-11-21,4513347148895264.0,4513347148895264.0,4383040757426088.0,4383040757426088.0,13408160.0
2000-11-22,4294194221496582.0,4498538624010333.0,4282348028581602.0,4498538624010333.0,20525613.0
2000-11-23,44837327003479.0,4510386277308655.0,4341580093909077.0,4365272194982214.0,12316163.0
2000-11-24,4643653869628906.0,466438478748087.0,4471886221160607.0,4471886221160607.0,10576855.0
2000-11-27,4614037990570068.0,4741382884609803.0,4596268552740388.0,4649575984313116.0,8638342.0
2000-11-28,4605154991149902.0,4682153952432797.0,4545924591280621.0,4625885322433346.0,7127332.0
2000-11-29,4652537822723389.0,4655499003776403.0,4531115582860673.0,4628845434578183.0,8609705.0
2000-11-30,4563692569732666.0,4614038235019668.0,4507423660197926.0,4608114990771929.0,12336782.0
2000-12-01,4516308784484863.0,4602192453097441.0,4.504462588899457e+16,4557769734103421.0,7456222.0
2000-12-04,4368231773376465.0,4.5163075612408504e+16,4347500863223943.0,4.5163075612408504e+16,8428534.0
2000-12-05,4575539588928223.0,4.58442431048594e+16,440377193113606.0,4427463738030793.0,10106361.0
2000-12-06,4575539588928223.0,4575539588928223.0,4575539588928223.0,4575539588928223.0,0.0
2000-12-07,4634770393371582.0,4729539105109525.0,4554809651121355.0,4587386184488729.0,16823836.0
2000-12-08,4634770393371582.0,4634770393371582.0,4634770393371582.0,4634770393371582.0,0.0
2000-12-11,4762115001678467.0,4809499204225021.0,4670308072497994.0,4702884601509176.0,13706533.0
2000-12-12,4765074253082275.0,48272661001308.0,4714728598126257.0,473842098231127.0,16430204.0
2000-12-13,4738421440124512.0,4824305091711772.0,47295367217037.0,4.779882381523978e+16,14881144.0
2000-12-14,470880651473999.0,4738421853429755.0,4599230467120936.0,4738421853429755.0,14022726.0
2000-12-15,4566654205322266.0,4661422588950386.0,4531115914475655.0,4619961347620051.0,48893180.0
2000-12-18,4465961933135986.0,4664383391472657.0,4465961933135986.0,4614037731677825.0,67520577.0
2000-12-19,4560732841491699.0,4587386423631238.0,4439310836646134.0,4483733571536115.0,27804763.0
2000-12-20,4353425025939941.0,4540000317000881.0,4344540600259755.0,450150055110915.0,8514570.0
2000-12-21,4424499988555908.0,44807685889606.0,4323808685106654.0,4.353423722479016e+16,20592905.0
2000-12-22,4501501560211182.0,454888576240522.0,438600253061669.0,438600253061669.0,23585533.0
2000-12-25,4501501560211182.0,4501501560211182.0,4501501560211182.0,4501501560211182.0,0.0
2000-12-26,4501501560211182.0,4501501560211182.0,4501501560211182.0,4501501560211182.0,0.0
2000-12-27,4560732841491699.0,4578501994242143.0,4451157036470513.0,4451157036470513.0,6412802.0
2000-12-28,4619960308074951.0,4634767680952431.0,4534076369497308.0,4.5873834998003656e+16,6362803.0
2000-12-29,4694000244140625.0,4.705846441940953e+16,4599231837626812.0,4619962463298234.0,10850611.0
2001-01-01,4694000244140625.0,4694000244140625.0,4694000244140625.0,4694000244140625.0,0.0
2001-01-02,4584423065185547.0,4.70880648745668e+16,4516308256949135.0,4.70880648745668e+16,9011148.0
2001-01-03,4513347148895264.0,4649576785318795.0,4460040002111153.0,4474847379566653.0,11042161.0
2001-01-04,4850959300994873.0,4880574641020687.0,4.545923532917144e+16,469399905715771.0,23483102.0
2001-01-05,4901305675506592.0,4939805150437139.0,4833190858048359.0,4833190858048359.0,21568825.0
2001-01-08,4966457843780518.0,4969419906833791.0,4.800613473841612e+16,4865766514184711.0,19866259.0
2001-01-09,4957573413848877.0,5019765566969409.0,4859843853424997.0,4930919843920161.0,14464352.0
2001-01-10,4887414932250977.0,5009302910740968.0,4884441795614275.0,4973628812305473.0,14595428.0
2001-01-11,4.929033756256104e+16,4932006301758612.0,4816064042746771.0,4816064042746771.0,11430037.0
2001-01-12,5024166107177734.0,5.042003743006013e+16,4929034311862944.0,4934979993738803.0,11502595.0
2001-01-15,4985517978668213.0,5.009301293480887e+16,4940925074920317.0,4982545728292338.0,13104656.0
2001-01-16,4908225059509277.0,4982547277430914.0,4890387715404068.0,4.955791113722897e+16,9260876.0
2001-01-17,5024166107177734.0,5092542629151512.0,4911196676034666.0,4911196676034666.0,23074887.0
2001-01-18,5113352298736572.0,5119297980360131.0,4997410326675818.0,5012274530734715.0,14545935.0
2001-01-19,5098489284515381.0,5143082497299497.0,5024167066474916.0,5.1282182897717304e+16,20213251.0
2001-01-22,5030113220214844.0,51074076877242.0,5000384215664599.0,5000384215664599.0,12546921.0
2001-01-23,5068759441375732.0,5104433529391472.0,4943898067618371.0,5000382925610933.0,11371478.0
2001-01-24,5068759441375732.0,5068759441375732.0,5068759441375732.0,5068759441375732.0,0.0
2001-01-25,5074703693389893.0,5098486412035169.0,5015245716375737.0,5015245716375737.0,9849794.0
2001-01-26,5074703693389893.0,5074703693389893.0,5074703693389893.0,5074703693389893.0,0.0
2001-01-29,4908225059509277.0,5024167058442118.0,4905252218008477.0,5012275692438917.0,12111592.0
2001-01-30,4994439125061035.0,4994439125061035.0,4934981404010142.0,4964710116985371.0,8011948.0
2001-01-31,5113352298736572.0,5113352298736572.0,4.9706541691691256e+16,4994437485864038.0,14491758.0
2001-02-01,5113352298736572.0,5143081297055045.0,5053894892300305.0,5083623890618778.0,14299834.0
2001-02-02,4967681407928467.0,5113352380641016.0,4964708567069069.0,5113352380641016.0,12947330.0
2001-02-05,5006329536437988.0,5024166583757541.0,4920116255759011.0,4934980461858638.0,7112795.0
2001-02-06,4982547283172607.0,5024167064231773.0,4.94687259492108e+16,5006330015206417.0,8552871.0
2001-02-07,4994439125061035.0,5009303333998432.0,4905252691034915.0,4964710116985371.0,7227034.0
2001-02-08,5021193981170654.0,5050922391288423.0,4934980116327334.0,5.012274867934607e+16,6058692.0
2001-02-09,4958763599395752.0,501227533277111.0,4917143231170303.0,501227533277111.0,9182834.0
2001-02-12,5039032936096191.0,5050924304647912.0,4905253269286508.0,4905253269286508.0,7360118.0
2001-02-13,5.071733951568604e+16,5095517277709808.0,4979575259599058.0,5047951215628311.0,23131833.0
2001-02-14,4964709758758545.0,5065787552641352.0,493498104792838.0,5024167180418873.0,9311935.0
2001-02-15,5009302139282227.0,5053895345659829.0,4.964708932904626e+16,4979573728497646.0,23396346.0
2001-02-16,4937952041625977.0,5009301097978447.0,4878494642215736.0,4994436895676039.0,24436207.0
2001-02-19,4976602077484131.0,4982548351968921.0,4908226118018927.0,4908226118018927.0,6399815.0
2001-02-20,4896331787109375.0,4985517888085036.0,4896331787109375.0,4976599366517563.0,18292281.0
2001-02-21,485471248626709.0,4949844584094427.0,4786336254066145.0,4.90525167145069e+16,24855195.0
2001-02-22,4762552261352539.0,4813091436261208.0,4714986222109346.0,4759579420787379.0,16942754.0
2001-02-23,4709042549133301.0,4810120351854276.0,4637693459841947.0,4807147510021357.0,14590327.0
2001-02-26,4.771471500396729e+16,4810118726264189.0,4709040957702666.0,4709040957702666.0,9637315.0
2001-02-27,4830929756164551.0,4860658462955909.0,4777417729819658.0,4860658462955909.0,30103534.0
2001-02-28,4810118198394775.0,4.905250569960193e+16,4789308019780494.0,4789308019780494.0,15903955.0
2001-03-01,4774444580078125.0,4816064648855971.0,4697149829376006.0,4810118966902043.0,12549773.0
2001-03-02,4762552261352539.0,4824982798521849.0,4712013381544185.0,4759579420787379.0,7153355.0
2001-03-05,4.771471500396729e+16,482795606633397.0,4747688478670468.0,4747688478670468.0,6982471.0
2001-03-06,489038610458374.0,4905250602292004.0,4786335210826507.0,4801199708534772.0,9057622.0
2001-03-07,4926063060760498.0,4926063060760498.0,4824984960747244.0,4836876328336776.0,7218339.0
2001-03-08,4.955790519714356e+16,4988492362504281.0,4932007200357843.0,4946871996280942.0,8045476.0
2001-03-09,4875521183013916.0,4976598932361885.0,4872548637851057.0,4946870529730464.0,10379956.0
2001-03-12,4723905563354492.0,4842820674664466.0,471795988156408.0,4830929311083643.0,27873189.0
2001-03-13,4732823848724365.0,4756607164894152.0,464363744593883.0,4703095146162631.0,12326259.0
2001-03-14,4732823848724365.0,4732823848724365.0,4732823848724365.0,4732823848724365.0,0.0
2001-03-15,4717960357666016.0,4750661905913629.0,4610936599136813.0,4682285673122823.0,12084769.0
2001-03-16,4596071243286133.0,4709040663195765.0,4.5633697011203304e+16,4709040663195765.0,17088267.0
2001-03-19,4533641338348389.0,4640664789869807.0,4506885475468033.0,4640664789869807.0,11708176.0
2001-03-20,4480128765106201.0,4604989541519826.0,4459318881620853.0,4542559300863168.0,32409216.0
2001-03-21,426905632019043.0,4492022422469633.0,426905632019043.0,4492022422469633.0,32359171.0
2001-03-22,4138248920440674.0,4245272685912531.0,4117438735623913.0,422446250109577.0,30763699.0
2001-03-23,4203651428222656.0,4286891854804072.0,4179868407042204.0,4179868407042204.0,14923382.0
2001-03-26,4370134353637695.0,44087818894349.0,4236354989532858.0,4280947914167501.0,29702116.0
2001-03-27,4533641338348389.0,4533641338348389.0,4313648163375972.0,4393915752017036.0,16762280.0
2001-03-28,4521749973297119.0,4587153066760927.0,4459319720890725.0,4533641632627134.0,17603399.0
2001-03-29,4533641338348389.0,4533641338348389.0,4399861728846271.0,4462291977200318.0,17665527.0
2001-03-30,4593099594116211.0,4625801144764955.0,4483102986315241.0,4509858854137012.0,21245722.0
2001-04-02,4560396194458008.0,4667419924378235.0,447418293754202.0,4667419924378235.0,23561947.0
2001-04-03,438499641418457.0,4.53364049547401e+16,438499641418457.0,4494992981220704.0,19328124.0
2001-04-04,4474183082580566.0,4.492020125561909e+16,4254189934807605.0,4361213668197196.0,15685021.0
2001-04-05,4509859561920166.0,4566344147841959.0,4468239480499056.0,4468239480499056.0,25812026.0
2001-04-06,4474183082580566.0,4599043858951499.0,4390942368266407.0,4593098177957718.0,8375955.0
2001-04-09,4536614418029785.0,4542560395558807.0,4408780770312073.0,4441482318769986.0,10014127.0
2001-04-10,4611782550811768.0,4641729397291824.0,4554884077572655.0,4593814502376289.0,15520940.0
2001-04-11,4611782550811768.0,4683654744553683.0,4575846751203585.0,4626755974051796.0,14885141.0
2001-04-12,4686647415161133.0,4734561995870003.0,4.593812877879866e+16,4608786295824888.0,7384286.0
2001-04-13,4686647415161133.0,4686647415161133.0,4686647415161133.0,4686647415161133.0,0.0
2001-04-16,4686647415161133.0,4686647415161133.0,4686647415161133.0,4686647415161133.0,0.0
2001-04-17,463873291015625.0,4665685122349684.0,4575845207738702.0,464472245578961.0,9684843.0
2001-04-18,4776486873626709.0,4869321699333594.0,4.6716738497768296e+16,4.6716738497768296e+16,15382974.0
2001-04-19,4752530097961426.0,4836380461384688.0,4731567432789946.0,4824401668174134.0,12822042.0
2001-04-20,4548893451690674.0,4782477118932715.0,4536914657268236.0,4731567911478393.0,14614205.0
2001-04-23,4480015277862549.0,4536913722169466.0,4465041862236328.0,4527929851151307.0,14251892.0
2001-04-24,4578840732574463.0,4584829982123224.0,4456059333248462.0,4480016925968973.0,14402202.0
2001-04-25,4524935722351074.0,4581834473881309.0,4450069225639091.0,4554882558846009.0,9408295.0
2001-04-26,4641726970672607.0,4716593453208222.0,4557876319984643.0,4581833606286544.0,15339944.0
2001-04-27,4716593265533447.0,4773491706762973.0,4614774877117409.0,4641726785976795.0,11321350.0
2001-04-30,4797449588775635.0,4821406877103862.0,4710604604374964.0,471659385214136.0,7000415.0
2001-05-01,4797449588775635.0,4797449588775635.0,4797449588775635.0,4797449588775635.0,0.0
2001-05-02,469563102722168.0,484536430658195.0,4689642076543465.0,483039118672978.0,4470627.0
2001-05-03,463873291015625.0,4755524739697992.0,4599802201221444.0,4716594328025861.0,7704009.0
2001-05-04,4668680191040039.0,469862703217682.0,4569856388171738.0,4662691238980494.0,21194813.0
2001-05-07,4668680191040039.0,4668680191040039.0,4668680191040039.0,4668680191040039.0,0.0
2001-05-08,4716593265533447.0,4782475874557841.0,46866464359007.0,4722582512554954.0,8352785.0
2001-05-09,4728574752807617.0,4746542802508684.0,4.6147777983140504e+16,4686649402592726.0,11362464.0
2001-05-10,4.86333179473877e+16,4905257120083521.0,4.71659345329476e+16,4.71659345329476e+16,14205698.0
2001-05-11,4797449588775635.0,4899267989854939.0,477049767656421.0,4818412253220664.0,9881833.0
2001-05-14,4782476902008057.0,4797450022778594.0,4704615782213247.0,4773492732283062.0,10314972.0
2001-05-15,4.809428215026856e+16,4818412086365349.0,4722582936370879.0,4791460472349868.0,5711447.0
