Price,Close,High,Low,Open,Volume
Ticker,SAN.MC,SAN.MC,SAN.MC,SAN.MC,SAN.MC
Date,,,,,
2000-01-03,2.6250650882720947,2.6619726100542396,2.5950774408788795,2.652745856695469,8797337
2000-01-04,2.562784433364868,2.6066123595110846,2.5397171573244717,2.592772095556309,8811013
2000-01-05,2.500501871109009,2.5466364072099386,2.479741228194163,2.5143421302698603,9333517
2000-01-06,2.500501871109009,2.500501871109009,2.500501871109009,2.500501871109009,0
2000-01-07,2.611226797103882,2.618146931550014,2.5166507790942547,2.518957405851716,9603132
2000-01-10,2.5881576538085938,2.634292189210221,2.565090131934215,2.634292189210221,6747710
2000-01-11,2.500501871109009,2.5881576930396304,2.4566734517965605,2.583544188594824,15293569
2000-01-12,2.4774348735809326,2.4774348735809326,2.4359135789574453,2.472821113985409,12052290
2000-01-13,2.456674098968506,2.4935821442498005,2.424379813521009,2.4912755185065376,11043549
2000-01-14,2.5212621688842773,2.5397161859976918,2.4497532338301364,2.468207250943551,15745712
2000-01-17,2.4543676376342773,2.565091018374206,2.4336069878596875,2.560477766578655,31619384
2000-01-18,2.3298041820526123,2.4451408239391754,2.3159636630228615,2.4451408239391754,20093136
2000-01-19,2.3298041820526123,2.3321108081374007,2.2767492403657443,2.3090435305948227,20666919
2000-01-20,2.3782451152801514,2.4174595296579757,2.3436442062715335,2.3528709628363265,11769910
2000-01-21,2.304429531097412,2.415152897119298,2.2905892692031884,2.3943922501043433,18255137
2000-01-24,2.3298041820526123,2.3759389913114415,2.3067369045100343,2.3298041820526123,9894501
2000-01-25,2.3298041820526123,2.3344176883958627,2.2928963854802835,2.3067369045100343,15844637
2000-01-26,2.3897786140441895,2.3966987446128183,2.3298035560443253,2.35979121213106,22642896
2000-01-27,2.3966989517211914,2.417459599394695,2.3644046673787704,2.415152973730362,50176740
2000-01-28,2.3228838443756104,2.408232814576487,2.3136568325044045,2.408232814576487,13102872
2000-01-31,2.3356411457061768,2.37043208752476,2.307808341137395,2.3425992829559785,49721466
2000-02-01,2.363473653793335,2.620927511005494,2.326363167167025,2.620927511005494,11642759
2000-02-02,2.363473653793335,2.3866676120962,2.3310020099415065,2.384348318493731,10673286
2000-02-03,2.3959450721740723,2.4214583216784753,2.342598768642017,2.3704315671001503,11396777
2000-02-04,2.416818857192993,2.444651645543082,2.3913053613848176,2.423776990388159,13899128
2000-02-07,2.491039514541626,2.491039514541626,2.428415556165358,2.444651368829272,12468731
2000-02-08,2.5327892303466797,2.549025045640213,2.463206872723608,2.495678758880113,12234462
2000-02-09,2.4864022731781006,2.551345827837411,2.4492920356150485,2.551345827837411,10918965
2000-02-10,2.4353737831115723,2.486400515363508,2.402902156523229,2.465526117330494,9146146
2000-02-11,2.303168535232544,2.4376936584988376,2.284613169561698,2.4353743655747158,17391741
2000-02-14,2.414499282836914,2.509595131840793,2.3078069712495184,2.393624627908891,26742175
2000-02-15,2.4539291858673096,2.5304699324353614,2.4237771035673443,2.446971052347231,21321476
2000-02-16,2.57685923576355,2.5838173730795395,2.4724858981758144,2.5119159392954375,33672600
2000-02-17,2.57453989982605,2.616288978610132,2.5536652326492226,2.5583040759740254,16808772
2000-02-18,2.5095958709716797,2.5861361245375947,2.5095958709716797,2.576858440599454,18340717
2000-02-21,2.553664207458496,2.5699000247925103,2.481762548143954,2.493359779584939,8925338
2000-02-22,2.518873691558838,2.586136527229732,2.491040890980017,2.551345334829052,11592996
2000-02-23,2.57453989982605,2.57453989982605,2.493360780565928,2.539748702674813,9405260
2000-02-24,2.5049564838409424,2.572219038830152,2.4933595092269023,2.5513443822971027,11082867
2000-02-25,2.521191358566284,2.5606211086536717,2.493358578765226,2.5119136801094823,9944867
2000-02-28,2.507277250289917,2.5420684501514197,2.488722131114817,2.5281519190929,9537525
2000-02-29,2.528150796890259,2.5745389575914914,2.507276137353178,2.518873113636116,7498301
2000-03-01,2.523512601852417,2.544387266738127,2.4979993497205895,2.5397484239224646,9141201
2000-03-02,2.562941789627075,2.5699001800258783,2.530470408567102,2.5374285433964188,14128833
2000-03-03,2.537428617477417,2.6093300276648357,2.528150933721139,2.586136073843635,16796144
2000-03-06,2.528150796890259,2.579177543649083,2.5281507968902583,2.579177543649083,12355814
2000-03-07,2.518873691558838,2.562942313772766,2.50959626174559,2.5327902196330174,10034784
2000-03-08,2.539747476577759,2.5629414264350117,2.5049565517918793,2.5072758445498247,9208349
2000-03-09,2.558303117752075,2.5861359117064446,2.5281507752193138,2.542067299981237,14804511
2000-03-10,2.5954132080078125,2.5954132080078125,2.544386464267861,2.583816232410981,59945035
2000-03-13,2.593094825744629,2.593094825744629,2.593094825744629,2.593094825744629,0
2000-03-14,2.6186063289642334,2.6186063289642334,2.5652600588833,2.6093286501059776,23476575
2000-03-15,2.639482259750366,2.6557178222786186,2.5745389873594258,2.5814971220957457,33445529
2000-03-16,2.6835505962371826,2.6905087302575406,2.651078963382902,2.662675938606651,16516306
2000-03-17,2.750814199447632,2.783285841616927,2.6951483446077473,2.716023263796042,24520456
2000-03-20,2.7484939098358154,2.7809652846670647,2.73689667991891,2.73689667991891,20072443
2000-03-21,2.7137036323547363,2.7531336686262744,2.655718480332127,2.727620416414745,11023983
2000-03-22,2.6858692169189453,2.748493429708369,2.6603557244697407,2.7137020016047173,12947772
2000-03-23,2.639482259750366,2.7183420571834294,2.6325238694445634,2.690509007099184,10456218
2000-03-24,2.6742730140686035,2.6974669653854675,2.6209267215842442,2.637162538619942,5547595
2000-03-27,2.6487603187561035,2.6742738262952597,2.6209275176086346,2.646441025147791,6323555
2000-03-28,2.695147752761841,2.711383570281154,2.632523775657571,2.637162617173014,7847503
2000-03-29,2.6696338653564453,2.699786203052729,2.6464399167097263,2.6696338653564453,5076510
2000-03-30,2.634842872619629,2.662675661372608,2.6139682171625376,2.644120298491002,8482743
2000-03-31,2.6046905517578125,2.632523340682147,2.6046905517578125,2.6116486850965384,25821725
2000-04-03,2.60932993888855,2.637162733640944,2.581497144136155,2.6046910971682364,7839585
2000-04-04,2.637162446975708,2.690508737606226,2.616287789288161,2.61860733768092,21091401
2000-04-05,2.593094825744629,2.6673158023122117,2.565262023424174,2.641802293697814,12807044
2000-04-06,2.518873691558838,2.597733506173446,2.5165543979979104,2.597733506173446,21512475
2000-04-07,2.5699007511138916,2.576858887489458,2.5327902644949662,2.54902608641765,11061083
2000-04-10,2.6162874698638916,2.6186070179734555,2.546705371257212,2.5768577076955625,8624985
2000-04-11,2.57685923576355,2.6186085707986435,2.5745399418480788,2.5745399418480788,8956274
2000-04-12,2.6000523567199707,2.6348435431926944,2.569900267717738,2.6186077243239554,7841431
2000-04-13,2.662675619125366,2.674272592957652,2.5907742280235397,2.5954128131009133,11700748
2000-04-14,2.620927095413208,2.6905092148579257,2.590775005514515,2.6557180273508156,11107265
2000-04-17,2.5814974308013916,2.5930944086052317,2.4887213528011594,2.5281511284481173,27652226
2000-04-18,2.560622453689575,2.611649200866464,2.521192682890639,2.597732931440713,9282542
2000-04-19,2.530470848083496,2.5791780559181325,2.530470848083496,2.5745394689392382,15705839
2000-04-20,2.6046905517578125,2.6186070740046956,2.5281503183235348,2.5443861331601827,22860411
2000-04-21,2.558303117752075,2.558303117752075,2.558303117752075,2.558303117752075,0
2000-04-24,2.558303117752075,2.558303117752075,2.558303117752075,2.558303117752075,0
2000-04-25,2.637162446975708,2.644120581015071,2.5629414986576426,2.5814968635218873,11835006
2000-04-26,2.6557178497314453,2.6789120583747477,2.623246468769793,2.6649955331887663,8248167
2000-04-27,2.590775489807129,2.6557185237832046,2.56758127527687,2.6557185237832046,9681403
2000-04-28,2.660358190536499,2.6673165848351945,2.5930955864930545,2.609331413907296,24653673
2000-05-01,2.558303117752075,2.558303117752075,2.558303117752075,2.558303117752075,0
2000-05-02,2.725684881210327,2.7256848812103276,2.6534042295494693,2.6697254266791117,8099687
2000-05-03,2.611433744430542,2.716357265676567,2.60677043685468,2.6837143695629244,9926485
2000-05-04,2.6659488677978516,2.6917408638857827,2.619054611302528,2.623743830264723,10449404
2000-05-05,2.6143651008605957,2.6940854392363627,2.6143651008605957,2.661259356761831,7258987
2000-05-08,2.630777597427368,2.64015629165037,2.6026409980401337,2.61905403587928,7733630
2000-05-09,2.586228847503662,2.586228847503662,2.586228847503662,2.586228847503662,0
2000-05-10,2.4713382720947266,2.5674719615490504,2.457269832774835,2.5463694317488668,15409929
2000-05-11,2.5299556255340576,2.5299556255340576,2.415064309686148,2.438511443185125,11701615
2000-05-12,2.513542413711548,2.5534031105036585,2.4713376235462112,2.5205770190643753,6698074
2000-05-15,2.4900951385498047,2.52761096476956,2.461958527244212,2.5182320082146212,11258936
2000-05-16,2.518231153488159,2.551057231929544,2.506507332594119,2.529954716023063,9471107
2000-05-17,2.426788330078125,2.5252668775728484,2.415064761137135,2.520577398324597,15645770
2000-05-18,2.452578544616699,2.478370535172708,2.426786812419807,2.4385103740291427,14660202
2000-05-19,2.4056851863861084,2.4549243183404448,2.356446054431772,2.4502348402934775,12520528
2000-05-22,2.3681700229644775,2.4432011677530108,2.358791065276097,2.4033407267570213,8095259
2000-05-23,2.3798933029174805,2.4080299142187096,2.3447226033807502,2.4009958259832085,8648401
2000-05-24,2.3775477409362793,2.3986502555520954,2.354100358941416,2.3564452263204627,8304255
2000-05-25,2.4596126079559326,2.4596126079559326,2.37051308483294,2.396305072449524,8360912
