Price,Close,High,Low,Open,Volume
Ticker,BBVA.MC,BBVA.MC,BBVA.MC,BBVA.MC,BBVA.MC
Date,,,,,
2000-01-03,4.115111351013184,4.15574043300359,4.10640530434585,4.135426036043307,8244257
2000-01-04,4.007733345031738,4.088990892523861,3.9932232744579275,4.062872477421306,8522096
2000-01-05,3.917771816253662,3.990323066164889,3.900359435615416,3.9700083820287473,12159826
2000-01-06,3.917771816253662,3.9177718162536617,3.9177718162536617,3.9177718162536617,0
2000-01-07,3.967106580734253,4.001931053291884,3.926477789358833,4.001931053291884,62261944
2000-01-10,3.9032623767852783,4.01063870943403,3.8974583441242374,4.01063870943403,58740351
2000-01-11,3.824906826019287,3.8945560776887107,3.787180328075368,3.8887520454003996,6761292
2000-01-12,3.8124115467071533,3.8504479742736497,3.7743751191406565,3.8504479742736497,8266754
2000-01-13,3.718784809112549,3.818264659630741,3.6866003309778552,3.8036351929689833,9372669
2000-01-14,3.79193115234375,3.800708656460695,3.7246360828110707,3.745116925750608,8538333
2000-01-17,3.756821393966675,3.818265102993814,3.7480438872109945,3.818265102993814,6825078
2000-01-18,3.677823305130005,3.7538959027417413,3.636860735045356,3.7480439410528783,9698972
2000-01-19,3.671970844268799,3.671970844268799,3.598824092227981,3.6105274331460433,13027455
2000-01-20,3.666119337081909,3.704155777628199,3.63100902232976,3.6866004750349632,9459285
2000-01-21,3.5900468826293945,3.65734226563988,3.5783435397992975,3.636860834818497,6786146
2000-01-24,3.6075997352600098,3.6690428242244906,3.5988222341034155,3.6690428242244906,5863878
2000-01-25,3.6866002082824707,3.7334141515208863,3.5929723218056404,3.6046756623980936,9429700
2000-01-26,3.8007097244262695,3.8182650280273,3.7012298643099912,3.745117978095397,9120798
2000-01-27,3.94992995262146,3.9938177824529073,3.821191137349396,3.8416722795024083,13662088
2000-01-28,3.935298204421997,4.0113710626936605,3.8328928358113914,4.0113710626936605,16119882
2000-01-31,3.8767812252044678,3.9528537930587477,3.8328928366604695,3.9382243302107485,9868382
2000-02-01,3.929448127746582,3.9616329009601,3.865079162188251,3.929448127746582,9530743
2000-02-02,3.9177422523498535,3.9382233792176233,3.8592247055227733,3.9382233792176233,7648463
2000-02-03,3.94992995262146,3.9938177824529073,3.8650795480496063,3.9265226840742615,7766488
2000-02-04,3.891408920288086,3.9938142500443314,3.876779753428122,3.9938142500443314,10516943
2000-02-07,3.8182640075683594,3.9148177159178332,3.8094862128966045,3.900188251754416,8135156
2000-02-08,3.9645583629608154,3.9645583629608154,3.7714509036178545,3.8153387249313524,13714517
2000-02-09,3.8680031299591064,3.9791865825949895,3.8533739575866752,3.9791865825949895,9070278
2000-02-10,3.8094868659973145,3.862152481319823,3.8036351955024386,3.8328938384111306,8404876
2000-02-11,4.10207462310791,4.148888573147759,3.7451180362283054,3.8153389612880786,24338356
2000-02-14,4.578991889953613,4.9271709677787365,4.271775381181593,4.3888105459307205,59647471
2000-02-15,4.46195650100708,4.65213810115005,4.444401200418761,4.65213810115005,23093519
2000-02-16,4.479510307312012,4.549731490793647,4.435622503287306,4.476584473072646,19374515
2000-02-17,4.479510307312012,4.520472567531562,4.438548047092461,4.438548047092461,10019217
2000-02-18,4.485362529754639,4.505843662393932,4.423919422271004,4.464881397115344,13772503
2000-02-21,4.459031105041504,4.476586408501858,4.3888104720687595,4.3888104720687595,10726790
2000-02-22,4.397586345672607,4.447325821211429,4.388808842418856,4.388808842418856,14620960
2000-02-23,4.517547607421875,4.529251237078162,4.397586928224829,4.400512472596067,14342436
2000-02-24,4.584843158721924,4.657989907811845,4.505844448974743,4.53510338095815,17306014
2000-02-25,4.593618392944336,4.646283979781415,4.5760633909547455,4.593618392944336,10362673
2000-02-28,4.491215229034424,4.5351033361415265,4.441475161327892,4.523399705376962,7457895
2000-02-29,4.41806697845459,4.526324298988464,4.41806697845459,4.5146206714339465,8498634
2000-03-01,4.46195650100708,4.473659841109766,4.3917352986538045,4.432697569881785,9312142
2000-03-02,4.444403171539307,4.470735988883409,4.359552756425984,4.461958479913514,7597565
2000-03-03,4.46195650100708,4.46195650100708,4.377106123525446,4.46195650100708,7755245
2000-03-06,4.473659515380859,4.593620194870458,4.403438608574684,4.5351029177491124,11462949
2000-03-07,4.470733642578125,4.5116959104755505,4.4209935798831,4.453178343417191,9774752
2000-03-08,4.50584602355957,4.520475494663597,4.406366433268505,4.444402883878335,8594927
2000-03-09,4.485362529754639,4.505843662393932,4.4268449664374785,4.505843662393932,9151090
2000-03-10,4.397586345672607,4.517547008978356,4.368327420624977,4.48536224951281,11147673
2000-03-13,4.394659996032715,4.394659996032715,4.394659996032715,4.394659996032715,0
2000-03-14,4.3244404792785645,4.3244404792785645,4.248367602343847,4.3244404792785645,6665918
2000-03-15,4.251293182373047,4.315662419812786,4.251293182373047,4.315662419812786,5468445
2000-03-16,4.467807769775391,4.476585565068913,4.2834781346913715,4.318588444562614,12188949
2000-03-17,4.494140625,4.5321770606835825,4.420993879052891,4.505844255377366,9163603
2000-03-20,4.459031105041504,4.4795122440061945,4.409291320599113,4.450253598528495,16836160
2000-03-21,4.5087690353393555,4.517546537677379,4.406363389224759,4.441473689011051,7230397
2000-03-22,4.529249668121338,4.543878837081239,4.461954619603291,4.50876854114331,11605370
2000-03-23,4.497068405151367,4.54973432557692,4.432699140476396,4.54973432557692,5621286
2000-03-24,4.488288402557373,4.51462120462224,4.444400592738761,4.497066196868495,3848057
2000-03-27,4.502917766571045,4.523398898931875,4.418067402566784,4.473659130527392,4186207
2000-03-28,4.5087690353393555,4.543879335125648,4.485361781569564,4.535101832787624,10406762
2000-03-29,4.432697772979736,4.5233998246685125,4.382957994395756,4.505844523275843,9968320
2000-03-30,4.385883808135986,4.432697751331612,4.356625166247296,4.394661313572303,9376775
2000-03-31,4.494140625,4.494140625,4.347847133105781,4.40929053910981,18359604
2000-04-03,4.50584602355957,4.5116979862618205,4.423921740506458,4.423921740506458,19424675
2000-04-04,4.617024898529053,4.62580239866042,4.491212611142161,4.505841778027773,14535557
2000-04-05,4.578991889953613,4.6345836367746,4.453179508978097,4.538029901769194,11364317
2000-04-06,4.608249664306641,4.657989437043371,4.514621498030464,4.587768239727671,10826369
2000-04-07,4.646286487579346,4.678471256133387,4.5702138999290565,4.59654699799484,10040715
2000-04-10,4.652136325836182,4.669691619725179,4.59654490069423,4.631655198038048,10332321
2000-04-11,4.6228790283203125,4.669692965223551,4.573138966230642,4.573138966230642,7834289
2000-04-12,4.564363479614258,4.681398664041077,4.532178702244845,4.637510252055227,12323261
2000-04-13,4.617024898529053,4.617024898529053,4.505841778027773,4.529249025913003,8297541
2000-04-14,4.517547607421875,4.63750828661892,4.4765853392762684,4.5819168444457885,9983813
2000-04-17,4.388810157775879,4.444401609245909,4.2951816857360505,4.3156631136683545,15947213
2000-04-18,4.391735076904297,4.464881820155596,4.362476437690631,4.447326520453688,7676434
2000-04-19,4.41806697845459,4.456103404964003,4.333216622595536,4.412215309894439,10201237
2000-04-20,4.47658634185791,4.502919151439251,4.388810406731551,4.429772393616786,6203518
2000-04-21,4.47658634185791,4.47658634185791,4.47658634185791,4.47658634185791,0
2000-04-24,4.47658634185791,4.47658634185791,4.47658634185791,4.47658634185791,0
2000-04-25,4.391400337219238,4.435461222845217,4.382588276725113,4.406087687864798,9512168
2000-04-26,4.382588863372803,4.435461816570412,4.362027094556463,4.435461816570412,7606384
2000-04-27,4.353214740753174,4.400212983014424,4.323840620656622,4.394338275626192,12146086
2000-04-28,4.406087398529053,4.406087398529053,4.3737759290170475,4.397274755458279,9495124
2000-05-01,4.406087398529053,4.406087398529053,4.406087398529053,4.406087398529053,0
2000-05-02,4.441335678100586,4.441335678100586,4.332652154080157,4.406087148858439,5774332
2000-05-03,4.394338607788086,4.435461854191858,4.3767141927134885,4.40608831503039,5706284
2000-05-04,4.306216716766357,4.3914008529466475,4.279780240601598,4.37671408373162,10509407
2000-05-05,4.27684211730957,4.329715355309028,4.244530645491401,4.306216235612939,7124675
2000-05-08,4.197533130645752,4.294467271254626,4.185784006136177,4.26803079348047,7791861
2000-05-09,4.197533130645752,4.197533130645752,4.197533130645752,4.197533130645752,0
2000-05-10,4.176970958709717,4.250405671791232,4.1652212529962815,4.179908312243656,9253142
2000-05-11,4.221031188964844,4.256279717472496,4.144658842639269,4.194594719689696,6564364
2000-05-12,4.197533130645752,4.256281085815441,4.159347236784294,4.256281085815441,5131932
2000-05-15,4.176970958709717,4.238655966077797,4.159346545928403,4.206345077204466,4599949
2000-05-16,4.206345081329346,4.229843909623903,4.171095964154474,4.171095964154474,7211563
2000-05-17,4.244531154632568,4.306216752153435,4.176971432532838,4.215157615961131,16425166
2000-05-18,4.259217739105225,4.317965389010198,4.215156855887665,4.241593327502669,10110041
2000-05-19,4.176970958709717,4.241593611189415,4.1652212529962815,4.232781550587597,8766080
2000-05-22,4.065348148345947,4.185781636093922,4.065348148345947,4.176969287440381,7744073
2000-05-23,4.165219783782959,4.185781834422962,4.065348340968656,4.065348340968656,21755098
2000-05-24,4.1593475341796875,4.162284888411535,4.0682883866814175,4.071225740913265,24928409
2000-05-25,4.33558988571167,4.33558988571167,4.156408995986988,4.156408995986988,26905304
2000-05-26,4.4266486167907715,4.467772143850457,4.2504050960079125,4.279779210523482,16111263
2000-05-29,4.344404220581055,4.411964258775922,4.29740595849574,4.362028641757502,6952794
2000-05-30,4.364965915679932,4.406089758713625,4.320905009345461,4.332654720437633,11112939
2000-05-31,4.406087398529053,4.464834756209786,4.370838284134238,4.382587988932509,12910296
2000-06-01,4.5000834465026855,4.526519915335271,4.376712869847115,4.376712869847115,12272155
2000-06-02,4.646952152252197,4.664576267785796,4.450146904595417,4.450146904595417,28725352
2000-06-05,4.588205337524414,4.626391513588736,4.541207101558013,4.611704455507615,7919177
2000-06-06,4.611705780029297,4.646954612916694,4.570582238853246,4.585269301152619,14311877
2000-06-07,4.561769485473633,4.611705081519188,4.508896535728656,4.599955666721502,7450882
2000-06-08,4.570580959320068,4.60876713566158,4.529457721234198,4.56764389757571,6917595
2000-06-09,4.58233118057251,4.61170500868048,4.535332938968681,4.5529573524645395,7565188
2000-06-12,4.547082424163818,4.594080663483465,4.5088962453749755,4.558831546627216,5286434
2000-06-13,4.614643096923828,4.626392512663902,4.538270728302478,4.552957789555288,9721675
2000-06-14,4.661641597747803,4.685140430511907,4.591143933144554,4.614643349064127,13022688
2000-06-15,4.685140132904053,4.688077778390696,4.6352045332968554,4.6352045332968554,8911804
2000-06-16,4.655765533447266,4.682202005839969,4.529457878331538,4.670452592144398,21951633
2000-06-19,4.394338607788086,4.394338607788086,4.394338607788086,4.394338607788086,0
2000-06-20,4.552958011627197,4.638142154630767,4.552958011627197,4.599956260035282,5481020
2000-06-21,4.514773368835449,4.576458700299925,4.5118357221751895,4.52946043582542,6693045
2000-06-22,4.453087329864502,4.53827148287668,4.453087329864502,4.526522065183041,8578725
2000-06-23,4.4824604988098145,4.514771977917612,4.391401352996871,4.470711082099882,5574946
2000-06-26,4.552958011627197,4.561770073862063,4.45014916099843,4.500085055062535,10936867
2000-06-27,4.514773368835449,4.57939576380452,4.514773368835449,4.538272501072702,5010676
2000-06-28,4.5118327140808105,4.550018887848841,4.4736468318904175,4.5118327140808105,5381187
2000-06-29,4.4824604988098145,4.54708345702541,4.44133724874731,4.511834332162387,13539652
2000-06-30,4.597017288208008,4.597017288208008,4.470709641390813,4.500083756855168,9757447
2000-07-03,4.62345552444458,4.62345552444458,4.511834316618326,4.558832566451621,5928882
