Date,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume,Dividends_bin
2000-01-03,0.15492353020979555,0.669129356286867,0.0,0.6682077215874138,0.6729640177135222,0.6732457308556152,0.0,0.013719806206955378,0
2000-01-04,0.14818439260816035,0.6483798318126912,0.0,0.6554036024481427,0.650973669592992,0.6592339261323963,0.0,0.014182176222438189,0
2000-01-05,0.14253821294723748,0.6309951612898062,0.0,0.6364758798704662,0.6329303127731323,0.6412988227628318,0.0,0.020235960163577794,0
2000-01-06,0.14253821294723748,0.6309951612898062,0.0,0.6225584335480454,0.636313456169508,0.6312104279552233,0.0,0.0,0
2000-01-07,0.14563456893562932,0.6405287100390713,0.0,0.6387026447571591,0.6380049998823917,0.6474640301933601,0.0,0.10361416507858842,0
2000-01-10,0.14162757469982448,0.6281910977746947,0.0,0.6403727736823754,0.6323664088982298,0.6491454756901551,0.0,0.09775365229984187,0
2000-01-11,0.1367098964918883,0.6130495889965277,0.0,0.618104793254266,0.6109399646526021,0.6256056838120827,0.0,0.011251907351825366,0
2000-01-12,0.1359256718489081,0.6046376211196216,0.103088,0.603630655710172,0.602482078176359,0.6121543980108837,0.0,0.01375724493311807,1
2000-01-13,0.1300494054056707,0.5866921044934501,0.0,0.5975069970115698,0.5855664731356964,0.6031868741434179,0.0,0.015597670271795051,0
2000-01-14,0.13464025856901418,0.6007120880663652,0.0,0.5941667944213338,0.5928966078327425,0.5919774414917691,0.0,0.014209197273987447,0
2000-01-17,0.13243672342948437,0.5939824358308905,0.0,0.5975069970115698,0.5974073910670994,0.6059892462149881,0.0,0.011358057797974346,0
2000-01-18,0.12747863981217386,0.5788409827198304,0.0,0.5852596243541688,0.5759808908508639,0.5925379047791566,0.0,0.01614069239310303,0
2000-01-19,0.1271113483919158,0.5777193461803645,0.0,0.5696720491065317,0.5686508121244258,0.5661957964641464,0.0,0.021679838215843083,0
2000-01-20,0.12674414842109424,0.5765977653080054,0.0,0.5757957630653305,0.5748532510128826,0.5807680644747528,0.0,0.015741813611142873,0
2000-01-21,0.1219697714802038,0.562016991298911,0.0,0.5668885929981655,0.5647038208237555,0.5712400216852669,0.0,0.0112932685155382,0
2000-01-24,0.12307146284210493,0.565381789583095,0.0,0.5691153026246618,0.5686508121244258,0.5774051734811625,0.0,0.00975846213688257,0
2000-01-25,0.1280295159762699,0.580523354028369,0.0,0.5813627305422595,0.5675231163158366,0.5650748698893713,0.0,0.015692579281520107,0
2000-01-26,0.13519116521625577,0.6023944593749038,0.0,0.5975069970115698,0.5883857126571697,0.5919774414917691,0.0,0.015178515300139988,0
2000-01-27,0.1445564562867807,0.6309951612898062,0.0,0.6309088571333406,0.6115037565862889,0.6104729525140886,0.0,0.02273597241599462,0
2000-01-28,0.14363827346085378,0.6281910977746947,0.0,0.6342490597235766,0.6137592041740753,0.6429802682596271,0.0,0.02682614784073183,0
2000-01-31,0.139965557398719,0.6169752333839982,0.0,0.6231151247697186,0.6137592041740753,0.6289685191710406,0.0,0.016422618632122545,0
2000-02-01,0.14327089059115922,0.6270695169023359,0.0,0.6247851984347383,0.619961643062532,0.6272870736742455,0.0,0.01586073153327177,0
2000-02-02,0.1425365058910889,0.6248263551576179,0.0,0.6203316134011558,0.6188338912833349,0.6289685191710406,0.0,0.012728306521869532,0
2000-02-03,0.1445564562867807,0.6309951612898062,0.0,0.6309088571333406,0.619961643062532,0.6267266103868578,0.0,0.012924719628299367,0
2000-02-04,0.14088390788194619,0.6197791855648958,0.0,0.6309088571333406,0.6222170906503185,0.6396174329006692,0.0,0.01750193132620634,0
2000-02-07,0.13629297851073893,0.6057592576590876,0.0,0.6158780283675733,0.6092483649691103,0.6216823851657372,0.0,0.013538244111428146,0
2000-02-08,0.14547460862956207,0.6337991134707037,0.0,0.6253418896564116,0.6019182862426723,0.6054287272929681,0.0,0.022823222937130058,0
2000-02-09,0.1394147117177684,0.6152927507412458,0.0,0.6281254010249742,0.6177061954747457,0.6368151164637312,0.0,0.015094441670512068,0
2000-02-10,0.1357421175882156,0.6040768306834421,0.0,0.605857420596865,0.6081206691605211,0.6087915626519258,0.0,0.013987102769053692,0
2000-02-11,0.15410536258428914,0.6601565979737813,0.0,0.6604138787033984,0.5968435431628047,0.6054287272929681,0.0,0.040503046874435095,0
2000-02-14,0.1840373423409809,0.7515666080802836,0.0,0.8084956777753614,0.6983375092304279,0.7152810337560072,0.0,0.09926324990293132,0
2000-02-15,0.1766920321492933,0.7291347679646765,0.0,0.7561660398157177,0.7316049833486742,0.765723341601845,0.0,0.038431432367603525,0
2000-02-16,0.17779387592692197,0.7324995105817533,0.0,0.7366816260163678,0.7299134396357904,0.7320950992815314,0.0,0.032242395058008265,0
2000-02-17,0.17779387592692197,0.7324995105817533,0.0,0.7311146032792422,0.7304772315694771,0.7248089652762282,0.0,0.016673633001182863,0
2000-02-18,0.17816113686403456,0.7336210914541124,0.0,0.7283310919106794,0.727657992048004,0.7298531904973486,0.0,0.02291972122469151,0
2000-02-21,0.1765084321638825,0.72857392186139,0.0,0.7227641244337504,0.7208917612258605,0.7152810337560072,0.0,0.01785115141639894,0
2000-02-22,0.17265210087476418,0.7167972113674068,0.0,0.7171971016966248,0.7208917612258605,0.7152810337560072,0.0,0.024331693900329198,0
2000-02-23,0.18018104153500808,0.7397898975863006,0.0,0.7327847322044585,0.7225833049387442,0.717522831270925,0.0,0.023868183931633893,0
2000-02-24,0.1844046032780935,0.7526882446197496,0.0,0.7572794222590642,0.7434459012800773,0.7433045319331801,0.0,0.028800067525170146,0
2000-02-25,0.1849554032343258,0.7543706159282881,0.0,0.7550526021121744,0.7569784748655801,0.7545139089501962,0.0,0.017245200549430822,0
2000-02-28,0.1785283673180016,0.7347427279935781,0.0,0.733898114647805,0.7310410794737717,0.7410626231489974,0.0,0.012411169873988824,0
2000-02-29,0.17393745318836712,0.7207227444206632,0.0,0.7322279857225886,0.7265302402688066,0.7393811776522021,0.0,0.014143131576786361,0
2000-03-01,0.1766920321492933,0.7291347679646765,0.0,0.7222074332120771,0.7214555531595471,0.723688038701453,0.0,0.015496943340273097,0
2000-03-02,0.17559027982110115,0.7257699696804925,0.0,0.7216507419904039,0.7152531702416982,0.7292927828445936,0.0,0.01264360383776815,0
2000-03-03,0.1766920321492933,0.7291347679646765,0.0,0.7199806683253844,0.7186363136380739,0.7292927828445936,0.0,0.012906009418127026,0
2000-03-06,0.17742664547295495,0.7313779297093943,0.0,0.7450320496016629,0.7237110007473337,0.7433045319331801,0.0,0.01907624166012934,0
2000-03-07,0.1772428625886711,0.7308171392732148,0.0,0.7294445296142225,0.7270940881731014,0.7276113373477984,0.0,0.01626680283754491,0
2000-03-08,0.17944639772820092,0.7375466801744757,0.0,0.7311146032792422,0.7242748486516283,0.7259299474856358,0.0,0.014303379043487892,0
2000-03-09,0.17816113686403456,0.7336210914541124,0.0,0.7283310919106794,0.7282217839816907,0.7376997877900395,0.0,0.015228926194611265,0
2000-03-10,0.17265210087476418,0.7167972113674068,0.0,0.7305579120575691,0.7169447139545824,0.7337764891436942,0.0,0.01855157028929458,0
2000-03-13,0.17246837895677136,0.7162363652641204,0.0,0.7071765491861133,0.7220194010638418,0.7164019046961498,0.0,0.0,0
2000-03-14,0.16806124771142072,0.7027772277944917,0.0,0.6938157940853658,0.693826614054855,0.7029506188949508,0.0,0.011093189253010376,0
2000-03-15,0.16347042503122278,0.6887572998886837,0.0,0.6921457204203461,0.6943905179297575,0.7012692290327882,0.0,0.009100396270202893,0
