Date,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume,Dividends_bin,SMA_5,SMA_10,SMA_20,EMA_10,RSI_14,Volatility_10,ATR_14
2000-01-28,0.1427058958645866,0.6292530496427544,0.0,0.6450284332891744,0.6311354129485812,0.6579549873466222,0.0,0.013810398214628,0,0.643505058975345,0.6500770943518843,0.6828591876131818,0.6547269298604832,0.15663927770849365,0.16240192810620935,0.2996683240624176
2000-01-31,0.144377610971115,0.6292530496427544,0.047603,0.6287249864577867,0.6251008587611627,0.6324517065413888,0.0,0.0524063155982207,1,0.6430497704984076,0.6457011463524501,0.6777827650893554,0.6514090242062384,0.15663927770849365,0.10743919602535336,0.2550934230114095
2000-02-01,0.1480248786149937,0.638277296853681,0.0,0.7087603192073445,0.6311354129485812,0.7224634997755339,0.0,0.01227144233012,0,0.6444156526517822,0.6463920872911447,0.6742176440579633,0.650370486860217,0.19890324137848117,0.1062611667415791,0.3339850233860097
2000-02-02,0.1480248786149937,0.638277296853681,0.0,0.6339124579481998,0.6326440722747225,0.6459534920568126,0.0,0.0112496199244421,0,0.6418356623190534,0.6470830282298393,0.6716988053906312,0.6495207744861996,0.19890324137848117,0.10448870265806817,0.32516745428653293
2000-02-03,0.1522801960355979,0.6488055990770085,0.0,0.6450284332891744,0.6364156790315023,0.6414528693345012,0.0,0.0120121778441638,0,0.6409250853651787,0.6472365716005741,0.6697224847698227,0.6507810226933719,0.2505959348737701,0.1065204053695374,0.3175092240727651
2000-02-04,0.1550155452290056,0.6555738052010733,0.0,0.6524391651729489,0.6522564772802656,0.6587051324594293,0.0,0.0146496502840054,0,0.6462368400046564,0.6505377329233125,0.6662348669264928,0.6530692232615685,0.2831613359972339,0.1078855297156821,0.28915053794885964
2000-02-07,0.1647417172510426,0.6796385196725305,0.0,0.6672605472840398,0.6643256687722491,0.6654560252171413,0.0,0.0131420149980155,0,0.6564050608066746,0.6554510869499303,0.6643748032227343,0.6594110315824818,0.3884195197848942,0.1678682940148928,0.25137591397354986
2000-02-08,0.1702126655812458,0.6931749319206602,0.0,0.685787254508789,0.6756404890425888,0.681958225880773,0.0,0.0128950959882486,0,0.66748387528513,0.6617463228539375,0.664684811705071,0.6671139606424311,0.44040860654040215,0.22867848227501392,0.24833705680861684
2000-02-09,0.1641337924460109,0.6781343817966503,0.0,0.6865282868689372,0.6711145941813114,0.6999605514669978,0.0,0.011508565049066,0,0.6755273775087949,0.6645100781494921,0.6646073042470959,0.6706228102704941,0.39395075689249426,0.2476159193507471,0.2557177344916046
2000-02-10,0.1574469320198975,0.661589942387198,0.0,0.6657783192508265,0.6560280840370455,0.6722069179748533,0.0,0.0096400177296342,0,0.6781073678415236,0.6653545624589216,0.6640260367414973,0.6704208164570136,0.34739386166836117,0.2488987088833419,0.2535961272488915
2000-02-11,0.1401223872792812,0.6187247474194266,0.0,0.6502159047795875,0.6175575621304565,0.6624556100689336,0.0,0.0183308566897145,0,0.6706709113462545,0.6642797673230019,0.6601509072277686,0.6622940094538493,0.25084242118795064,0.2669982967719251,0.296762409444693
2000-02-14,0.1547115203406428,0.6548217362631332,0.0,0.6731891327910595,0.6251008587611627,0.6489538245535096,0.0,0.0281861935211815,0,0.6656626712096936,0.6668899792478217,0.6592596269699205,0.662349254662885,0.38018782690790465,0.2477821612897668,0.35535256750563976
2000-02-15,0.1598785062683303,0.6676060795733227,0.0,0.6798587506582277,0.6628170094461078,0.6662060876784379,0.0,0.0224727887201855,0,0.660502657099112,0.6698840453698668,0.6611196864037661,0.6647689470467697,0.4200765001826493,0.23870567085136843,0.3754999638095237
2000-02-16,0.1759874513422709,0.7074633302432505,0.0,0.6969032298497634,0.6786578076948713,0.6872089110643811,0.0,0.0354908461993588,0,0.6664214909121101,0.676946989668324,0.6650335696464825,0.6741515561045297,0.5278036640866207,0.2766415170139634,0.40986556762909293
2000-02-17,0.1756835514256021,0.7067113441687898,0.0,0.7072781728305895,0.705059221226623,0.7022109041539089,0.0,0.0177164086483398,0,0.6755273775087949,0.682858371375106,0.6680949263603385,0.6816885665942181,0.5256931911210844,0.30087430419584554,0.3836894858354312
2000-02-18,0.1671731040419345,0.6856547397221344,0.0,0.6976443438663701,0.6907270823040008,0.7082116517988133,0.0,0.0193310753025595,0,0.6890344250685205,0.6859292218713541,0.6713112894503191,0.6839442766957716,0.4675946547566797,0.29612759734643895,0.39934904511865016
2000-02-21,0.1729478585600361,0.699943138044725,0.0,0.692456872375957,0.6816751263471535,0.6812081634194764,0.0,0.0094072865842047,0,0.6981403116652053,0.688002044687438,0.6748376610226365,0.6884437041338148,0.506314593685627,0.3092532073372839,0.30839189893459207
2000-02-22,0.1683887974373803,0.6886627668834573,0.0,0.6976443438663701,0.684692444999436,0.6999605514669978,0.0,0.0122189922377773,0,0.7023897320993496,0.6875414145752335,0.6777827608194427,0.6900299013944986,0.4748225028285963,0.3063099196162488,0.3211204667243602
2000-02-23,0.1756835514256021,0.7067113441687898,0.0,0.6939390187527119,0.6854468162210797,0.6962100738574937,0.0,0.0099131233146529,0,0.7022379748478913,0.6904587301599707,0.6806503616980991,0.6946799400132835,0.5242858259545993,0.32490807171573405,0.320960918416773
2000-02-24,0.1665651792369028,0.6841506847097336,0.0,0.6931979047361052,0.6854468162210797,0.6999605514669978,0.0,0.011681317395893,0,0.6976850399108299,0.6927618722617684,0.6822391706485085,0.6942942275329081,0.4612595835053622,0.316635610065045,0.3442952182811
2000-02-25,0.168693009783284,0.6894148358213974,0.0,0.6894925796224469,0.6854468162210797,0.6872089110643811,0.0,0.0104818679035797,0,0.6984438596132464,0.6999783599309605,0.6853392768214392,0.6949563783055581,0.47642103791291135,0.1895876846928046,0.33589791314773726
2000-02-28,0.1668690791535717,0.6849026707841943,0.0,0.6835640757718857,0.6839381568949386,0.6924595962479891,0.0,0.0100525303331949,0,0.6954085640810181,0.7030492104272086,0.6882068734301828,0.6946600739659757,0.4633961186982285,0.13594922810841428,0.3302122177526368
2000-02-29,0.1696046470474437,0.6916708769082591,0.0,0.6939390187527119,0.6899727110823571,0.6894591810997814,0.0,0.0079031927308107,0,0.6960156265319764,0.7055058958997412,0.6909582173917894,0.6956747315413729,0.4847704834236626,0.09786776903331991,0.31297517275772585
2000-03-01,0.168996847214106,0.6901668218958583,0.0,0.684305108132034,0.6869554755472214,0.6962100738574937,0.0,0.0096348057105309,0,0.692676799774269,0.703740159825127,0.6936320581653336,0.6962255512336902,0.4798692378820473,0.08512417791759955,0.2934663151951712
2000-03-02,0.1741635831984055,0.7029511652060476,0.0,0.692456872375957,0.6975160077130633,0.6954600113961968,0.0,0.0148917588478295,0,0.6964708982863517,0.7033562971686781,0.6964221515860148,0.6990507136493507,0.5222646068650696,0.07787625102902654,0.24491668606942557
2000-03-03,0.1708204341716601,0.6946789869330612,0.0,0.7050549940936863,0.6967616364914194,0.7112120669470212,0.0,0.0177030987641668,0,0.6975332492142472,0.7042775489338631,0.698437221665898,0.6998257824756043,0.49266897436392376,0.07378399559836438,0.18381005921194357
2000-03-06,0.1696046470474437,0.6916708769082591,0.0,0.6954210834730085,0.6967616364914194,0.7089617142601101,0.0,0.0130230007288384,0,0.6988991313676218,0.7034330646244337,0.6990572429004842,0.6999012203219782,0.4817634676059789,0.06958181164696783,0.15343031947914942
2000-03-07,0.1683887974373803,0.6886627668834573,0.0,0.6902336119825954,0.6907270823040008,0.6939598038220931,0.0,0.0105766402234394,0,0.6982920689166637,0.7034330646244337,0.698824733336297,0.6994042328211777,0.4704173793691424,0.06958181164696783,0.11655820073563469
2000-03-08,0.1711243028454055,0.6954309730075221,0.0,0.6902336119825954,0.6892184229778597,0.6857087034902771,0.0,0.0097055795545642,0,0.6993544198445594,0.7022814935735346,0.6997160178640578,0.7002546950828511,0.49756975661383906,0.04842965627005355,0.11545538908643038
2000-03-09,0.1735559708226087,0.701447193057126,0.0,0.6976443438663701,0.6967616364914194,0.6969602189703008,0.0,0.0156039219709115,0,0.6990509053416424,0.704047229648149,0.7017698416729288,0.702067946592615,0.5215610711172901,0.050721030728479416,0.0972298320899844
2000-03-10,0.1784188381331628,0.7134794674293752,0.0,0.7006085549634216,0.7020419025743405,0.7104619218342139,0.0,0.0631819347956552,0,0.702845003853725,0.7065038982022341,0.7066525040916427,0.70578632272893,0.5675585653431908,0.08270422228568734,0.0848573742644767
2000-03-13,0.1781149694594174,0.7127274813549143,0.0,0.6998675226032731,0.7178827008231037,0.7134623369824216,0.0,0.0,0,0.7070944075653073,0.7093444294127681,0.7096363576174364,0.7086889608283452,0.5638867302413174,0.09069334506390432,0.08851612678039669
2000-03-14,0.1814583059437037,0.7209997424913801,0.0,0.7080192868471961,0.708830827983403,0.7187130221660298,0.0,0.0247442583172286,0,0.7136202871067013,0.7123385039940369,0.7123877058489556,0.7126002896322938,0.5959516225806342,0.1155910836188858,0.083508051857351
2000-03-15,0.1841937488658818,0.7277679486154449,0.0,0.7198762945483188,0.7118481466356854,0.7097118593729175,0.0,0.0352515138657304,0,0.7201461666480954,0.7161770628847349,0.7134339924829284,0.7170575561433074,0.6213603514355562,0.13922138354486743,0.06747677732748347
2000-03-16,0.1899686908415244,0.7420563469380355,0.0,0.7309923515457518,0.7367408177241496,0.735965285290958,0.0,0.0174081501288153,0,0.7283414428457806,0.720169165146168,0.7152553024576992,0.7233582570072724,0.6710736499185388,0.19086108534569488,0.07228231439354008
2000-03-17,0.198782788198473,0.7638650203226309,0.0,0.7606351157679337,0.7510729566467717,0.753217631067397,0.0,0.0258445065909417,0,0.7385096803703611,0.7272321094446252,0.7192854383475528,0.7325639957796003,0.734743585914149,0.26459584751668463,0.08912763321700057
2000-03-20,0.198479013253498,0.76311303424817,0.0,0.7598940017513269,0.7646508074648961,0.7599684411735981,0.0,0.0211563106905435,0,0.7486779178949416,0.7345253730287965,0.7225405508966083,0.7399562942175711,0.730187447495241,0.29431912126756793,0.08346372655674192
2000-03-21,0.1939199208879189,0.7518325802234229,0.0,0.7510012051472555,0.7382493939331444,0.7569681086769013,0.0,0.0116192537896493,0,0.7549002494882944,0.7409741438443146,0.725795659175751,0.7439093705421462,0.6625037865772425,0.27541705503674385,0.10662188349148968
